,FGM,FGA,FTM,FTA,3PTM,PTS,REB,AST,ST,BLK,TO
Jae'Sean Tate,2.0,4.1,0.4,0.6,0.5,4.9,3.5,1.1,0.8,0.2,0.5
Jalen Smith,3.9,5.6,1.3,2.0,1.2,10.4,5.4,0.9,0.3,0.4,1.0
Jeff Green,2.1,3.9,2.0,2.4,0.3,6.6,2.1,0.7,0.2,0.5,0.7
Jeremy Sochan,8.4,19.6,3.0,4.0,1.8,21.6,11.2,8.2,1.2,0.6,4.2
John Konchar,2.6,6.8,0.6,0.8,1.4,7.2,8.2,2.8,1.6,1.4,1.0
Jonathan Kuminga,9.4,18.6,5.0,7.2,1.4,25.0,8.0,2.6,1.2,0.6,2.8
Jordan Goodwin,2.1,5.8,0.8,0.9,0.8,5.8,3.8,2.4,0.6,0.3,0.9
Jordan Hawkins,6.8,17.8,3.0,3.4,4.2,20.8,6.2,3.0,0.8,0.0,1.6
Jose Alvarado,4.8,11.4,1.4,2.4,2.4,13.4,4.8,3.6,2.2,0.8,1.8
Josh Green,2.6,5.9,0.6,1.0,1.2,7.0,2.6,2.6,0.9,0.1,1.0
Josh Hart,3.0,6.5,0.7,0.8,0.9,7.5,5.9,2.8,0.9,0.2,1.1
Josh Okogie,1.7,4.5,1.8,2.4,0.5,5.8,3.2,1.2,0.9,0.5,0.7
Julian Champagnie,3.6,8.8,1.2,1.6,2.6,11.2,3.6,1.6,1.0,1.2,1.4
Julian Strawther,2.3,5.9,0.5,0.7,1.2,6.2,1.5,1.1,0.5,0.2,0.5
Keita Bates-Diop,1.9,4.7,1.0,1.5,0.5,5.2,3.1,0.9,0.5,0.7,0.3
Kevon Looney,4.4,7.6,1.8,2.6,0.0,10.6,15.0,5.2,1.2,0.6,1.6
Killian Hayes,3.4,8.1,1.0,1.5,0.7,8.5,3.0,4.2,1.0,0.6,1.2
Kris Dunn,2.1,4.7,0.4,0.6,0.5,5.2,2.7,3.7,0.6,0.2,1.2
Luke Kornet,2.4,3.2,0.7,0.8,0.0,5.6,3.6,0.8,0.4,0.9,0.4
Malachi Flynn,1.8,4.4,0.5,0.7,0.9,5.1,2.1,2.4,0.6,0.2,1.1
Malaki Branham,7.6,17.0,1.2,1.4,2.2,18.4,4.4,5.0,0.8,0.2,2.6
Marcus Morris Sr.,2.3,4.9,0.5,0.6,1.0,6.2,2.6,0.8,0.3,0.3,0.3
Marcus Sasser,2.8,5.9,0.6,0.7,1.2,7.3,1.7,2.3,0.6,0.2,0.9
Marvin Bagley III,4.3,7.2,2.0,2.4,0.0,10.5,4.8,1.0,0.1,0.6,1.2
Moritz Wagner,8.8,14.6,3.8,4.8,1.0,22.4,8.8,2.4,0.8,0.6,2.6
Moses Moody,6.0,12.4,2.6,3.4,2.0,16.4,6.4,1.8,1.4,0.6,1.4
Naji Marshall,5.6,12.2,3.0,4.0,2.2,16.2,8.0,4.8,1.4,0.4,2.4
Nassir Little,1.9,4.0,0.7,0.8,0.7,5.2,2.6,0.7,0.4,0.3,0.5
Nickeil Alexander-Walker,2.5,5.8,0.4,0.5,1.4,6.7,1.8,2.5,1.0,0.6,1.0
Nicolas Batum,2.0,3.8,0.3,0.5,1.4,5.8,3.6,2.1,0.6,0.6,0.5
Norman Powell,4.5,9.2,2.2,2.5,1.9,13.1,2.3,1.0,0.5,0.4,0.9
Obi Toppin,4.6,7.7,1.1,1.5,1.3,11.5,3.9,1.3,0.5,0.6,0.8
Ochai Agbaji,2.6,5.7,0.3,0.4,1.2,6.8,2.5,1.0,0.6,0.5,0.7
Patrick Beverley,1.8,4.1,0.9,1.2,0.6,5.0,2.8,2.3,0.5,0.3,0.7
Pat Connaughton,4.0,9.6,0.8,1.2,2.2,11.0,7.4,4.0,1.0,0.4,1.2
Payton Pritchard,2.7,6.5,0.4,0.6,1.7,7.4,3.2,3.0,0.4,0.1,0.6
Peyton Watson,2.6,5.0,0.9,1.3,0.6,6.6,2.5,1.1,0.5,0.9,0.6
Precious Achiuwa,3.1,6.8,1.0,1.7,0.5,7.7,5.4,1.8,0.6,0.5,1.2
Quentin Grimes,2.2,5.7,0.1,0.2,1.6,6.1,1.4,1.1,0.7,0.0,0.4
Reggie Jackson,4.9,10.4,1.0,1.4,1.5,12.3,2.1,4.4,0.6,0.2,1.6
Robert Covington,1.5,3.4,0.8,0.9,0.7,4.4,3.3,0.8,1.3,0.6,0.4
Royce O'Neale,5.2,13.6,0.6,1.0,4.2,15.4,9.2,6.4,1.4,1.4,1.8
Rui Hachimura,4.5,9.2,1.5,2.0,1.1,11.6,3.6,1.1,0.7,0.2,0.8
Santi Aldama,8.4,19.0,1.8,3.2,3.2,22.0,10.8,3.6,1.2,1.4,2.0
Sasha Vezenkov,4.0,9.2,0.4,0.6,2.2,10.4,5.2,1.0,1.0,0.4,0.6
Simone Fontecchio,3.0,6.7,0.8,1.0,1.8,8.6,2.9,1.1,0.5,0.4,1.0
T.J. McConnell,3.2,6.1,0.8,1.1,0.0,7.3,2.5,4.7,0.9,0.1,1.2
Talen Horton-Tucker,4.1,10.0,1.6,1.9,1.3,11.0,2.6,4.3,1.0,0.4,1.8
Terance Mann,2.5,6.5,0.9,1.2,0.6,6.4,3.3,2.0,0.7,0.4,0.6
Toumani Camara,2.6,6.4,0.9,1.3,0.8,7.0,4.8,1.0,1.0,0.5,1.1
Trendon Watford,5.2,9.6,1.8,2.0,0.6,12.8,6.4,3.6,1.0,0.6,2.0
Tre Jones,6.6,14.0,2.2,2.6,1.0,16.4,5.6,9.8,1.6,0.2,2.8
Vince Williams Jr.,3.0,8.6,2.2,2.6,2.2,10.6,10.0,3.2,1.0,1.2,1.6
Xavier Tillman Sr.,5.0,13.0,0.8,2.0,1.0,11.6,9.2,3.0,2.4,2.0,1.8
Ziaire Williams,5.0,13.2,2.4,2.8,2.0,14.6,7.2,2.8,0.8,0.6,2.6
