,FGM,FGA,FTM,FTA,3PTM,PTS,REB,AST,ST,BLK,TO
Aaron Holiday,2.5,5.8,0.6,0.7,1.3,7.0,2.0,1.7,0.5,0.1,0.8
Jae'Sean Tate,2.1,4.2,0.6,0.8,0.5,5.2,3.7,1.1,0.8,0.2,0.5
Jeff Green,2.2,4.1,1.9,2.4,0.4,6.6,2.0,0.8,0.1,0.5,0.7
Cam Whitmore,3.2,5.8,1.0,1.6,1.0,8.3,2.5,0.2,0.8,0.1,0.8
Andrew Nembhard,3.4,6.9,0.3,0.5,0.7,7.8,1.7,3.9,0.8,0.0,1.6
Isaiah Jackson,2.8,4.1,1.4,1.9,0.0,6.9,4.2,0.9,0.5,1.2,0.6
Jarace Walker,1.2,2.8,0.5,0.6,0.4,3.4,1.1,1.1,0.3,0.2,0.3
Jordan Nwora,2.1,4.2,0.6,0.6,0.6,5.4,1.6,0.9,0.4,0.1,0.8
Obi Toppin,4.5,7.8,1.2,1.5,1.4,11.6,3.9,1.4,0.5,0.6,0.7
Jalen Smith,3.9,6.1,1.4,1.9,1.1,10.2,5.4,1.0,0.2,0.5,0.9
Ben Sheppard,1.0,2.4,0.2,0.4,0.5,2.8,0.6,0.6,0.3,0.0,0.1
Terance Mann,2.7,6.5,0.9,1.2,0.8,7.1,3.2,1.9,0.7,0.3,0.6
Bones Hyland,2.6,6.7,0.6,0.8,1.2,7.1,0.9,1.8,0.5,0.1,1.2
Daniel Theis,2.7,5.2,0.9,1.2,0.4,6.6,3.4,0.8,0.4,0.8,0.7
Amir Coffey,1.5,3.0,0.5,0.6,0.5,4.0,1.6,0.7,0.2,0.0,0.4
P.J. Tucker,0.4,1.3,0.2,0.2,0.3,1.3,2.9,0.5,0.6,0.2,0.3
Kobe Brown,0.9,2.3,0.0,0.1,0.5,2.3,1.5,0.6,0.2,0.1,0.2
Cam Reddish,2.4,6.1,1.1,1.3,0.9,6.7,2.6,1.5,1.3,0.2,0.9
Jarred Vanderbilt,1.1,3.1,0.2,0.2,0.1,2.5,4.0,0.9,0.7,0.2,0.4
Christian Wood,2.5,5.3,1.3,2.0,0.8,7.2,5.7,1.0,0.2,0.7,1.2
Taurean Prince,3.5,8.3,0.6,0.8,2.2,9.9,2.8,1.9,0.9,0.5,1.0
Jaxson Hayes,1.2,1.9,0.5,0.9,0.0,2.9,1.8,0.3,0.2,0.3,0.5
Max Christie,1.9,4.8,0.5,0.7,0.7,5.0,2.9,0.9,0.4,0.3,0.8
Xavier Tillman Sr.,2.1,5.7,0.3,0.9,0.4,5.0,4.3,1.3,1.1,0.8,0.8
John Konchar,1.1,3.1,0.2,0.3,0.6,3.2,3.8,1.3,0.8,0.7,0.5
Ziaire Williams,2.7,6.8,1.1,1.3,1.1,7.6,3.5,1.4,0.5,0.3,1.2
David Roddy,2.8,6.9,0.8,1.2,0.9,7.2,3.6,1.2,0.5,0.3,0.8
Luke Kennard,2.6,6.8,0.8,0.8,2.2,8.2,2.9,2.2,0.5,0.1,0.5
Santi Aldama,3.9,9.0,1.0,1.6,1.6,10.4,5.5,1.7,0.7,0.7,1.1
Jacob Gilyard,1.3,3.0,0.0,0.0,1.2,3.8,1.0,3.0,0.6,0.1,0.6
Josh Richardson,3.6,8.2,1.4,1.6,1.5,10.1,2.8,3.0,0.6,0.3,0.9
Thomas Bryant,2.0,3.6,0.8,1.0,0.0,4.8,3.6,0.6,0.3,0.2,0.8
Orlando Robinson,2.1,3.9,0.7,1.1,0.5,5.3,3.9,1.6,0.3,0.5,0.9
Haywood Highsmith,2.1,5.1,0.6,0.8,1.0,5.9,2.9,1.4,1.0,0.6,0.9
Jamal Cain,2.1,4.7,1.0,1.4,0.6,5.7,2.1,0.2,0.6,0.3,0.3
Nikola Jovic,2.0,4.4,0.7,1.3,1.1,5.8,4.8,2.2,0.5,0.3,0.8
Nickeil Alexander-Walker,4.7,11.3,0.8,1.2,2.7,13.0,3.4,4.7,1.8,1.2,1.8
Jordan McLaughlin,1.5,3.9,0.4,0.5,0.8,4.1,1.6,3.1,1.5,0.5,0.1
Troy Brown Jr.,3.1,6.9,1.3,1.5,1.9,9.4,4.3,1.9,0.5,0.1,1.0
Shake Milton,3.4,9.0,2.5,3.0,0.9,10.3,2.9,2.8,1.0,0.2,1.8
Jordan Hawkins,3.4,8.8,1.5,1.7,2.0,10.2,2.8,1.4,0.3,0.1,0.8
Jeremiah Robinson-Earl,1.7,3.1,0.4,0.4,0.5,4.4,2.7,0.6,0.3,0.1,0.5
Dyson Daniels,2.3,5.4,0.8,1.1,0.7,6.1,3.9,2.7,1.4,0.4,0.9
Naji Marshall,2.7,6.0,1.5,1.9,1.0,8.0,3.9,2.2,0.7,0.2,1.1
Jose Alvarado,2.5,6.0,0.7,1.1,1.3,6.9,2.4,1.9,1.0,0.5,0.9
Quentin Grimes,2.4,5.9,0.2,0.3,1.7,6.7,1.6,1.1,0.7,0.1,0.4
Precious Achiuwa,2.9,6.1,0.8,1.4,0.5,7.0,5.0,1.6,0.6,0.5,1.0
Josh Hart,2.9,6.5,0.7,0.9,0.9,7.5,6.2,2.8,0.8,0.2,1.1
Malachi Flynn,1.7,4.2,0.5,0.7,0.8,4.8,2.0,2.2,0.5,0.2,1.0
Miles McBride,1.0,2.1,0.2,0.2,0.6,2.7,0.3,0.8,0.3,0.0,0.0
Cason Wallace,2.7,5.1,0.5,0.5,1.1,6.9,2.1,1.5,0.7,0.5,0.5
Isaiah Joe,3.1,6.9,0.8,1.0,2.2,9.3,2.3,1.1,0.6,0.3,0.6
Davis Bertans,0.8,2.0,1.2,1.2,0.8,3.4,0.8,0.7,0.2,0.2,0.1
Kenrich Williams,1.8,3.8,0.1,0.4,0.8,4.5,2.7,1.7,0.6,0.1,0.3
Aaron Wiggins,2.0,3.4,0.6,0.8,0.5,5.2,2.4,0.8,0.4,0.1,0.5
Jaylin Williams,1.2,3.1,0.5,0.5,0.7,3.5,3.2,1.3,0.3,0.2,0.3
Ousmane Dieng,1.5,3.3,0.6,0.7,0.8,4.3,1.6,0.9,0.1,0.0,0.3
Anthony Black,2.0,4.0,0.6,1.0,0.5,5.1,2.5,1.7,0.6,0.4,1.0
Caleb Houstan,1.5,3.5,0.5,0.6,1.3,4.9,1.6,0.6,0.3,0.0,0.3
Patrick Beverley,1.8,4.1,0.9,1.1,0.6,5.1,2.8,2.3,0.5,0.3,0.7
Paul Reed,2.5,4.4,0.6,0.9,0.2,5.7,4.4,1.2,0.7,0.6,0.9
Mo Bamba,1.5,2.8,0.5,0.8,0.4,3.9,2.9,0.5,0.4,0.5,0.5
Nicolas Batum,1.9,3.8,0.3,0.5,1.2,5.4,3.6,2.2,0.7,0.7,0.6
Marcus Morris Sr.,2.3,4.9,0.6,0.8,1.0,6.1,2.6,0.8,0.4,0.4,0.3
Jaden Springer,1.1,3.3,0.6,0.8,0.2,3.1,1.4,1.0,0.5,0.4,0.8
KJ Martin,0.8,1.8,0.2,0.4,0.0,1.9,0.8,0.5,0.4,0.0,0.2
Danuel House Jr.,1.1,2.7,0.6,0.9,0.5,3.4,1.3,0.8,0.3,0.0,0.6
Jabari Walker,2.9,5.9,1.8,2.3,0.5,8.0,5.5,0.8,0.7,0.4,0.9
Skylar Mays,2.5,6.6,0.6,0.8,0.7,6.3,1.8,3.6,0.7,0.1,0.9
Toumani Camara,2.6,6.5,1.0,1.4,0.9,7.1,4.9,0.9,1.0,0.5,1.2
Kris Murray,1.1,2.9,0.2,0.3,0.5,2.9,1.8,0.6,0.7,0.2,0.3
Trey Lyles,5.2,10.9,1.4,2.3,3.2,15.1,9.7,2.6,0.2,0.8,1.3
Kevin Huerter,7.4,17.5,1.5,1.8,3.6,19.9,7.2,5.0,1.2,0.6,1.2
JaVale McGee,3.9,5.8,1.2,2.1,0.0,8.9,5.5,0.9,0.5,1.1,1.9
Harrison Barnes,7.7,16.0,3.8,4.7,3.7,22.8,5.9,2.6,1.4,0.3,1.4
Davion Mitchell,2.8,7.7,0.8,1.1,1.0,7.4,1.9,3.9,0.4,0.1,1.1
Chris Duarte,2.8,7.6,1.1,1.4,1.3,8.0,3.7,1.9,1.1,0.1,1.2
Sasha Vezenkov,4.1,9.5,0.4,0.6,2.1,10.9,5.1,0.9,0.9,0.4,0.6
Kessler Edwards,1.2,2.9,0.2,0.3,0.7,3.4,1.5,0.5,0.2,0.2,0.1
Keon Ellis,2.8,6.4,0.9,1.4,2.0,8.6,2.8,2.8,1.2,0.9,1.1
Malaki Branham,3.6,8.3,0.6,0.6,1.0,8.7,2.1,2.4,0.4,0.1,1.3
Tre Jones,3.5,7.2,1.2,1.4,0.5,8.6,2.9,4.9,0.8,0.1,1.5
Julian Champagnie,1.7,4.4,0.8,0.9,1.3,5.5,1.8,0.9,0.6,0.6,0.7
Jeremy Sochan,4.2,9.7,1.5,2.0,0.9,10.8,5.5,4.0,0.6,0.3,2.0
Sandro Mamukelashvili,0.9,2.4,0.5,0.6,0.4,2.8,1.9,1.3,0.2,0.3,0.4
Cedi Osman,2.8,6.1,0.7,1.1,1.2,7.5,2.5,1.9,0.5,0.1,0.6
Doug McDermott,2.0,4.6,0.3,0.4,1.6,5.9,1.0,1.4,0.3,0.1,0.5
Dominick Barlow,1.2,2.7,0.4,0.6,0.1,2.8,2.2,0.7,0.5,0.2,0.2
Gary Trent Jr.,8.3,20.6,1.8,2.7,4.3,22.7,4.6,3.2,1.8,0.2,1.2
Chris Boucher,4.5,9.1,2.7,3.7,1.5,13.2,8.1,0.8,0.7,1.1,0.8
Kris Dunn,2.0,4.6,0.4,0.5,0.5,4.9,2.8,4.1,0.8,0.4,1.2
Ochai Agbaji,2.4,5.4,0.3,0.4,1.1,6.2,2.5,1.0,0.6,0.4,0.7
Keyonte George,3.5,9.4,2.3,2.9,1.8,11.0,3.1,4.5,0.4,0.1,2.1
Talen Horton-Tucker,4.1,10.0,1.6,2.0,1.2,11.0,2.5,4.2,1.1,0.4,1.7
Simone Fontecchio,3.2,7.2,0.8,1.0,1.8,9.1,3.2,1.3,0.7,0.4,1.1
Omer Yurtseven,1.7,3.5,0.3,0.5,0.1,3.8,4.5,0.6,0.2,0.5,1.0
Taylor Hendricks,1.9,5.0,0.5,0.7,0.9,5.3,2.5,0.5,0.7,0.5,0.7
Delon Wright,1.5,4.1,1.1,1.3,0.5,4.7,2.3,3.4,1.5,0.2,0.7
Bilal Coulibaly,3.1,6.4,1.1,1.7,1.1,8.4,4.2,1.8,0.9,0.8,1.5
Danilo Gallinari,2.2,5.0,1.8,2.2,0.8,7.0,2.9,1.2,0.2,0.1,0.5
Mike Muscala,1.3,3.7,0.7,0.9,0.6,4.0,3.1,1.0,0.2,0.3,0.7
Landry Shamet,2.8,6.2,0.7,1.0,1.3,7.6,1.3,1.4,0.6,0.3,0.7
Johnny Davis,1.2,2.7,0.2,0.3,0.1,2.6,1.1,0.3,0.4,0.1,0.3
Corey Kispert,4.1,8.5,1.4,1.9,2.0,11.6,2.1,1.5,0.3,0.2,1.0
Jared Butler,1.6,2.9,0.7,0.9,0.6,4.6,0.6,1.8,0.5,0.1,0.6
Eugene Omoruyi,1.7,2.9,0.8,1.1,0.3,4.5,1.5,0.6,0.5,0.1,0.5
Anthony Gill,0.9,1.9,0.5,0.7,0.0,2.4,1.4,0.4,0.1,0.3,0.4
Ryan Rollins,1.3,2.5,1.3,1.7,0.2,4.1,1.1,1.1,0.8,0.3,0.7
