,FGM,FGA,FTM,FTA,3PTM,PTS,REB,AST,ST,BLK,TO
Kevon Looney,4.5,7.5,2.0,2.8,0.0,11.0,14.5,4.9,1.1,0.5,1.5
Andrew Wiggins,8.9,21.3,3.8,5.5,1.9,23.5,8.2,2.6,0.7,0.7,3.0
Jonathan Kuminga,9.4,18.8,5.3,7.6,1.3,25.5,8.2,3.1,1.1,0.7,2.9
Amen Thompson,4.1,9.6,2.2,3.6,0.5,10.9,6.8,3.8,1.5,0.4,2.4
Jock Landale,1.4,4.1,0.8,1.0,0.2,3.8,3.6,1.0,0.5,0.6,0.8
Aaron Holiday,5.0,11.5,1.3,1.4,2.6,13.9,3.9,3.4,1.1,0.2,1.6
Jae'Sean Tate,4.1,8.3,1.2,1.6,1.1,10.4,7.2,2.1,1.5,0.4,0.9
Jeff Green,4.5,8.2,3.8,4.6,0.7,13.4,4.0,1.5,0.3,0.9,1.4
Cam Whitmore,6.8,12.6,2.2,3.2,2.2,17.8,5.4,0.6,1.7,0.2,1.5
Andrew Nembhard,3.3,6.9,0.3,0.4,0.6,7.5,1.7,4.0,0.9,0.0,1.8
Isaiah Jackson,2.8,4.1,1.4,2.1,0.0,7.0,4.2,0.9,0.6,1.3,0.7
Jarace Walker,1.2,2.8,0.5,0.6,0.4,3.4,1.1,1.1,0.3,0.2,0.3
Jordan Nwora,2.2,4.4,0.5,0.6,0.7,5.6,1.9,0.9,0.3,0.1,0.7
Obi Toppin,4.5,7.8,1.1,1.5,1.4,11.6,3.9,1.5,0.5,0.5,0.8
Terance Mann,2.8,6.4,0.8,1.1,0.9,7.3,3.2,1.9,0.7,0.3,0.6
Bones Hyland,2.6,6.7,0.6,0.8,1.2,7.1,0.9,1.8,0.5,0.1,1.2
Daniel Theis,2.6,5.1,0.9,1.2,0.4,6.5,3.4,0.8,0.4,0.8,0.7
Amir Coffey,1.5,3.0,0.5,0.6,0.5,4.1,1.6,0.7,0.2,0.0,0.4
P.J. Tucker,0.4,1.3,0.2,0.2,0.3,1.3,2.9,0.5,0.6,0.2,0.3
Kobe Brown,0.9,2.3,0.0,0.1,0.5,2.3,1.5,0.6,0.2,0.1,0.2
Cam Reddish,4.8,12.3,2.3,2.7,1.9,13.9,5.1,2.9,2.6,0.5,1.9
Jarred Vanderbilt,2.2,6.1,0.5,0.7,0.1,5.1,8.2,1.9,1.3,0.4,1.2
Christian Wood,5.2,10.8,2.7,4.0,1.6,14.7,11.2,1.9,0.4,1.3,2.5
Taurean Prince,7.1,16.5,1.3,1.7,4.4,19.8,5.8,3.6,1.9,0.9,1.9
Jaxson Hayes,2.5,3.7,1.0,1.8,0.0,5.9,3.7,0.6,0.4,0.6,1.0
Max Christie,3.8,9.4,1.1,1.4,1.4,10.1,5.9,1.9,0.9,0.6,1.6
Xavier Tillman Sr.,4.6,11.6,0.8,2.1,0.8,10.7,9.2,2.7,2.1,1.8,1.7
John Konchar,2.3,6.2,0.6,0.8,1.2,6.4,7.8,2.7,1.4,1.4,0.9
Ziaire Williams,5.7,13.8,2.1,2.5,2.3,15.7,7.0,2.6,1.0,0.5,2.4
David Roddy,5.5,13.8,1.9,2.6,1.8,14.7,7.2,2.5,1.0,0.5,1.8
Luke Kennard,5.6,13.6,1.6,1.6,4.4,17.1,6.1,4.6,1.0,0.1,1.1
Santi Aldama,7.9,17.9,1.9,3.2,3.1,20.8,11.0,3.4,1.3,1.3,2.1
Bismack Biyombo,4.5,7.9,1.5,3.1,0.0,10.4,12.7,3.4,0.7,2.3,2.5
Jacob Gilyard,2.6,6.1,0.1,0.1,2.3,7.6,2.0,5.9,1.1,0.2,1.3
Josh Richardson,3.6,8.1,1.4,1.5,1.5,10.0,2.8,3.0,0.6,0.3,1.0
Thomas Bryant,2.0,3.6,0.8,1.0,0.0,4.8,3.6,0.6,0.3,0.2,0.8
Orlando Robinson,2.1,3.9,0.7,1.1,0.5,5.3,3.9,1.6,0.3,0.5,0.9
Haywood Highsmith,2.3,5.5,0.6,0.8,1.2,6.4,3.0,1.4,1.0,0.6,0.8
Jamal Cain,2.1,4.7,1.0,1.4,0.6,5.7,2.1,0.2,0.6,0.3,0.3
Nikola Jovic,2.3,4.7,0.8,1.4,1.3,6.6,4.8,2.4,0.5,0.4,0.8
Cameron Payne,4.2,9.2,1.7,1.9,2.1,12.2,2.3,4.8,0.7,0.1,1.6
MarJon Beauchamp,4.0,8.1,0.8,1.2,1.6,10.3,5.0,1.7,0.7,0.3,1.4
Pat Connaughton,3.9,9.3,0.8,1.1,2.4,11.0,7.1,3.6,0.9,0.3,1.2
AJ Green,2.2,4.7,0.1,0.1,1.8,6.3,1.5,1.1,0.0,0.0,0.0
Andre Jackson Jr.,1.9,3.7,0.4,0.5,0.8,5.1,3.5,1.8,0.6,0.1,1.0
Nickeil Alexander-Walker,2.4,5.7,0.4,0.6,1.4,6.6,1.8,2.4,0.9,0.6,0.9
Jordan McLaughlin,0.9,2.2,0.2,0.2,0.5,2.4,0.8,1.6,0.7,0.2,0.1
Kyle Anderson,2.6,5.6,1.4,2.1,0.1,6.8,3.7,3.9,0.8,0.7,1.5
Troy Brown Jr.,1.5,3.4,0.6,0.7,0.9,4.5,2.1,0.9,0.2,0.1,0.5
Shake Milton,1.7,4.3,1.2,1.4,0.4,5.0,1.4,1.3,0.5,0.1,0.8
Jordan Hawkins,6.8,17.6,2.8,3.3,4.2,20.7,5.6,2.8,0.6,0.2,1.5
Jeremiah Robinson-Earl,3.2,5.9,0.8,0.8,1.0,8.2,5.1,1.1,0.5,0.4,1.0
Dyson Daniels,4.7,10.8,1.5,2.3,1.4,12.3,7.7,5.4,2.7,0.7,1.8
Naji Marshall,5.6,12.1,3.1,3.8,1.9,16.2,7.7,4.3,1.4,0.4,2.2
Jose Alvarado,4.9,12.0,1.4,2.3,2.5,13.7,4.8,3.8,2.1,0.9,1.7
Quentin Grimes,4.9,12.2,0.6,0.8,3.6,13.9,3.4,2.1,1.5,0.1,0.9
Precious Achiuwa,5.6,12.5,1.6,2.8,0.9,13.7,10.3,3.1,1.1,1.0,2.1
Josh Hart,5.8,12.9,1.4,1.7,1.8,14.8,12.5,5.7,1.6,0.4,2.4
Malachi Flynn,3.3,8.2,1.1,1.4,1.6,9.4,3.9,4.3,1.1,0.4,1.9
Miles McBride,2.3,5.2,0.3,0.4,1.5,6.5,0.8,1.5,0.7,0.0,0.2
Luguentz Dort,7.5,16.3,3.7,4.5,3.6,22.2,7.9,2.7,1.7,1.7,1.7
Cason Wallace,5.4,10.3,0.9,1.1,2.2,13.9,4.2,3.0,1.3,0.9,1.0
Isaiah Joe,6.3,13.9,1.6,1.9,4.5,18.7,4.5,2.1,1.2,0.7,1.3
Davis Bertans,1.5,4.0,2.3,2.5,1.5,6.8,1.7,1.3,0.3,0.3,0.2
Kenrich Williams,3.7,7.5,0.2,0.8,1.7,9.3,5.6,3.4,1.1,0.2,0.8
Aaron Wiggins,4.0,6.8,1.2,1.6,1.0,10.2,4.6,1.5,0.8,0.2,1.1
Jaylin Williams,2.3,6.1,0.9,1.0,1.3,6.9,6.3,2.9,0.7,0.4,0.7
Ousmane Dieng,3.0,6.6,1.1,1.3,1.6,8.7,3.2,1.8,0.1,0.0,0.7
Vasilije Micic,2.4,6.6,0.5,0.8,0.8,6.0,1.4,6.2,0.9,0.4,1.5
Anthony Black,3.9,7.9,1.3,2.0,1.0,10.1,4.9,3.6,1.3,0.7,2.1
Caleb Houstan,3.1,7.6,0.9,1.1,2.7,9.9,3.6,1.2,0.6,0.1,0.6
Patrick Beverley,1.8,4.1,0.9,1.1,0.7,5.2,2.8,2.3,0.5,0.3,0.7
Mo Bamba,1.5,2.8,0.6,0.8,0.3,4.0,3.0,0.6,0.4,0.7,0.6
Nicolas Batum,1.9,3.8,0.4,0.6,1.2,5.4,3.6,2.2,0.6,0.8,0.6
Marcus Morris Sr.,2.3,5.1,0.8,1.0,1.0,6.5,2.7,0.8,0.4,0.4,0.4
Jaden Springer,1.1,3.2,0.6,0.8,0.2,3.0,1.4,1.0,0.6,0.4,0.8
KJ Martin,0.8,1.7,0.2,0.4,0.0,1.8,0.8,0.5,0.4,0.0,0.2
Danuel House Jr.,1.1,2.7,0.6,0.9,0.5,3.4,1.3,0.8,0.3,0.0,0.6
Furkan Korkmaz,0.7,1.8,0.3,0.4,0.2,1.9,0.5,0.5,0.5,0.0,0.3
Drew Eubanks,2.3,3.9,1.2,1.5,0.1,5.8,4.3,0.9,0.3,0.9,1.1
Eric Gordon,5.0,10.8,0.8,1.1,2.7,13.5,2.1,2.4,0.9,0.5,1.3
Yuta Watanabe,1.3,3.8,0.4,0.6,1.0,4.0,1.8,0.4,0.3,0.3,0.6
Keita Bates-Diop,1.7,4.3,0.9,1.3,0.5,4.8,2.9,0.9,0.7,0.6,0.2
Jordan Goodwin,2.0,5.5,0.7,0.8,0.7,5.5,3.5,2.2,0.6,0.2,0.8
Josh Okogie,1.7,4.3,1.8,2.4,0.5,5.7,2.9,1.4,1.0,0.5,0.7
Chimezie Metu,2.1,4.1,1.1,1.2,0.5,5.8,3.1,0.5,0.6,0.2,0.8
Nassir Little,1.9,4.0,0.7,0.8,0.7,5.2,2.6,0.7,0.4,0.3,0.5
Duop Reath,6.3,13.8,2.2,2.6,2.8,17.7,7.5,2.0,1.1,0.8,1.6
Skylar Mays,5.0,13.1,1.2,1.6,1.3,12.7,3.5,7.1,1.3,0.3,1.7
Toumani Camara,5.3,12.8,1.9,2.8,1.7,14.1,9.9,1.9,2.1,1.0,2.4
Kris Murray,2.4,6.6,0.6,0.8,1.0,6.4,3.8,1.2,1.5,0.3,0.6
Trey Lyles,2.5,5.3,0.9,1.4,1.6,7.5,5.0,1.4,0.1,0.3,0.7
Kevin Huerter,3.6,8.6,0.7,0.9,1.7,9.5,3.6,2.5,0.6,0.3,0.6
JaVale McGee,1.9,3.0,0.7,1.2,0.0,4.6,2.9,0.5,0.2,0.5,1.0
Harrison Barnes,3.7,7.7,1.8,2.3,1.8,10.9,2.9,1.3,0.7,0.2,0.7
Davion Mitchell,1.3,3.6,0.4,0.5,0.5,3.4,0.9,1.8,0.2,0.1,0.5
Chris Duarte,1.4,3.7,0.5,0.7,0.6,3.9,1.8,1.0,0.5,0.1,0.6
Sasha Vezenkov,2.1,4.8,0.2,0.3,1.1,5.4,2.6,0.5,0.5,0.2,0.3
Kessler Edwards,0.6,1.4,0.1,0.1,0.3,1.6,0.7,0.3,0.1,0.1,0.0
Keon Ellis,1.3,3.1,0.4,0.7,1.0,4.1,1.3,1.3,0.5,0.5,0.5
Alex Len,1.2,1.8,0.3,0.8,0.0,2.6,3.6,1.3,0.2,0.6,0.5
Malaki Branham,7.1,16.5,1.2,1.3,2.0,17.4,4.2,4.9,0.7,0.2,2.6
Tre Jones,7.0,14.5,2.4,2.8,1.0,17.4,5.8,9.8,1.6,0.3,2.9
Julian Champagnie,3.4,8.6,1.4,1.7,2.5,10.7,3.8,1.7,1.2,1.1,1.3
Jeremy Sochan,8.5,19.6,3.0,3.9,1.9,21.9,10.9,7.9,1.2,0.6,4.0
Sandro Mamukelashvili,1.8,4.5,1.0,1.2,0.7,5.3,3.7,2.4,0.3,0.5,0.8
Cedi Osman,5.7,12.2,1.5,2.2,2.3,15.3,5.1,3.9,1.0,0.3,1.2
Doug McDermott,4.2,9.2,0.5,0.8,3.4,12.2,2.1,2.7,0.6,0.1,1.1
Dominick Barlow,2.9,6.1,0.9,1.3,0.1,6.7,5.3,1.9,0.9,0.7,0.4
Jalen McDaniels,1.0,3.2,0.3,0.3,0.3,2.6,1.2,0.6,0.3,0.1,0.3
Thaddeus Young,1.6,2.6,0.1,0.3,0.1,3.4,1.6,1.4,0.7,0.1,0.7
Kris Dunn,4.1,9.0,0.7,1.0,1.0,9.9,5.7,8.1,1.7,0.8,2.5
Ochai Agbaji,4.7,10.6,0.6,0.8,2.1,12.1,5.0,2.0,1.2,1.0,1.4
Talen Horton-Tucker,8.2,19.9,3.2,4.1,2.5,22.1,5.1,8.4,2.1,0.7,3.4
Simone Fontecchio,6.4,14.2,1.5,1.9,3.6,17.8,6.3,2.6,1.3,0.8,2.3
Omer Yurtseven,3.3,6.7,0.5,0.9,0.3,7.4,8.8,1.2,0.4,0.9,2.0
Taylor Hendricks,3.5,9.3,1.0,1.3,1.7,9.7,4.7,0.8,1.3,1.2,1.5
Delon Wright,1.5,4.1,1.1,1.4,0.4,4.6,2.2,3.3,1.4,0.2,0.6
Bilal Coulibaly,3.1,6.4,1.1,1.8,1.1,8.3,4.2,1.8,0.9,0.8,1.4
Danilo Gallinari,2.2,5.0,1.8,2.2,0.8,7.0,2.9,1.2,0.2,0.1,0.5
Mike Muscala,1.4,3.8,0.6,0.8,0.6,4.0,3.1,0.9,0.2,0.3,0.7
Landry Shamet,2.8,6.2,0.7,1.0,1.3,7.6,1.3,1.4,0.6,0.3,0.7
Johnny Davis,1.2,2.7,0.2,0.3,0.1,2.6,1.1,0.3,0.4,0.1,0.3
Corey Kispert,4.1,8.6,1.4,1.9,2.0,11.7,2.1,1.5,0.3,0.2,1.0
Jordan Poole,6.0,14.6,2.8,3.2,2.0,16.8,2.4,3.7,1.0,0.3,2.4
Jared Butler,1.6,2.9,0.7,0.9,0.6,4.6,0.6,1.8,0.5,0.1,0.6
Eugene Omoruyi,1.7,2.9,0.8,1.1,0.3,4.5,1.5,0.6,0.5,0.1,0.5
Ryan Rollins,1.3,2.5,1.3,1.7,0.2,4.1,1.1,1.1,0.8,0.3,0.7
