,FGM,FGA,FTM,FTA,3PTM,PTS,REB,AST,ST,BLK,TO
Isaiah Livers,1.7,5.2,0.5,0.8,0.9,4.8,2.0,1.1,0.6,0.2,0.8
Kevin Knox II,3.1,6.2,0.5,0.5,1.2,7.8,2.2,0.7,0.5,0.3,0.6
James Wiseman,2.8,4.1,0.8,1.2,0.0,6.4,4.3,0.6,0.2,0.7,1.0
Killian Hayes,3.2,7.8,1.0,1.5,0.6,8.0,2.9,4.3,1.0,0.5,1.1
Stanley Umude,1.3,2.9,1.4,1.5,0.9,5.0,1.9,0.5,0.3,0.3,0.7
Moses Moody,2.9,6.1,1.3,1.7,0.9,8.0,3.1,0.8,0.7,0.3,0.7
Kevon Looney,2.2,3.7,1.0,1.4,0.0,5.3,7.3,2.5,0.6,0.3,0.8
Andrew Wiggins,4.6,10.9,2.0,2.8,1.0,12.2,4.3,1.3,0.4,0.4,1.5
Trayce Jackson-Davis,2.4,3.7,1.1,1.8,0.0,6.0,4.1,1.0,0.3,0.7,0.8
Amen Thompson,2.1,5.0,1.1,2.0,0.3,5.6,3.6,1.6,0.8,0.1,1.1
Jock Landale,0.7,2.0,0.4,0.5,0.1,1.9,1.8,0.5,0.2,0.3,0.4
Aaron Holiday,2.5,5.8,0.5,0.6,1.3,6.9,1.9,1.8,0.5,0.1,0.7
Jae'Sean Tate,2.0,4.1,0.5,0.8,0.5,5.2,3.5,1.1,0.7,0.2,0.5
Jeff Green,2.1,3.8,1.9,2.3,0.3,6.4,2.0,0.7,0.2,0.4,0.7
Cam Whitmore,2.9,5.6,0.9,1.6,1.0,7.7,2.1,0.3,0.7,0.1,0.8
T.J. McConnell,3.3,6.2,1.0,1.3,0.0,7.7,2.7,5.0,0.9,0.1,1.1
Andrew Nembhard,3.3,6.9,0.3,0.5,0.7,7.7,1.8,4.0,0.9,0.0,1.6
Isaiah Jackson,2.9,4.3,1.5,2.1,0.0,7.2,4.3,0.9,0.6,1.2,0.7
Jarace Walker,1.4,3.1,0.5,0.6,0.5,3.7,1.2,1.1,0.4,0.3,0.4
Bennedict Mathurin,5.0,10.8,2.8,3.3,1.4,14.2,3.8,2.0,0.5,0.2,1.5
Jordan Nwora,2.2,4.5,0.6,0.7,0.7,5.8,1.8,1.0,0.4,0.1,0.8
Obi Toppin,4.5,7.9,1.2,1.6,1.3,11.6,4.0,1.4,0.6,0.6,0.8
Jalen Smith,4.0,6.0,1.2,1.8,1.1,10.4,5.1,1.0,0.3,0.4,0.9
Ben Sheppard,1.1,2.5,0.3,0.4,0.5,2.9,0.6,0.6,0.3,0.0,0.1
Terance Mann,2.6,6.4,0.9,1.2,0.7,6.9,3.3,1.8,0.8,0.3,0.6
Bones Hyland,2.6,6.7,0.6,0.8,1.2,7.1,0.9,1.8,0.5,0.1,1.2
Daniel Theis,2.7,5.2,1.0,1.3,0.4,6.8,3.4,0.7,0.4,0.8,0.7
Amir Coffey,1.4,3.0,0.6,0.7,0.5,4.0,1.6,0.7,0.2,0.0,0.5
P.J. Tucker,0.4,1.3,0.2,0.2,0.3,1.3,2.9,0.5,0.6,0.2,0.3
Kobe Brown,1.0,2.4,0.0,0.1,0.5,2.4,1.5,0.6,0.2,0.1,0.2
Rui Hachimura,4.5,9.2,1.5,2.0,1.1,11.6,3.6,1.1,0.7,0.2,0.8
Cam Reddish,2.4,6.1,1.1,1.3,0.8,6.7,2.6,1.5,1.3,0.2,0.8
Jarred Vanderbilt,1.1,3.1,0.2,0.3,0.1,2.5,4.0,0.7,0.7,0.2,0.4
Christian Wood,2.5,5.3,1.4,2.1,0.8,7.1,5.5,1.0,0.2,0.6,1.2
Taurean Prince,3.5,8.3,0.6,0.8,2.2,9.8,2.9,1.9,0.9,0.5,1.0
Jaxson Hayes,1.2,1.9,0.5,0.9,0.0,2.9,1.8,0.3,0.2,0.3,0.5
Max Christie,1.8,4.7,0.5,0.7,0.7,4.9,2.9,1.0,0.5,0.2,0.8
Xavier Tillman Sr.,2.2,5.8,0.3,1.0,0.4,5.2,4.4,1.4,1.1,0.9,0.8
John Konchar,1.2,3.2,0.3,0.3,0.7,3.3,3.9,1.3,0.8,0.7,0.5
Ziaire Williams,2.7,6.7,1.1,1.3,1.1,7.6,3.5,1.3,0.5,0.3,1.2
Vince Williams Jr.,1.6,4.4,1.0,1.3,1.1,5.4,5.0,1.6,0.5,0.6,0.8
David Roddy,2.8,6.9,0.8,1.2,0.9,7.2,3.6,1.2,0.5,0.3,0.8
Luke Kennard,2.6,6.9,0.8,0.8,2.1,8.1,2.9,2.1,0.5,0.1,0.5
Santi Aldama,4.0,8.9,0.9,1.5,1.6,10.5,5.5,1.8,0.6,0.6,1.0
Bismack Biyombo,2.4,4.1,0.8,1.6,0.0,5.5,6.5,1.6,0.4,1.1,1.2
Jacob Gilyard,1.3,3.0,0.0,0.0,1.2,3.8,1.0,3.0,0.6,0.1,0.6
Cameron Payne,2.1,4.7,0.9,0.9,1.1,6.2,1.2,2.5,0.4,0.1,0.8
MarJon Beauchamp,2.0,4.0,0.4,0.7,0.8,5.2,2.5,0.7,0.3,0.1,0.7
Pat Connaughton,1.9,4.7,0.4,0.6,1.1,5.4,3.7,1.9,0.5,0.2,0.7
AJ Green,1.0,2.4,0.0,0.0,0.9,3.0,0.8,0.6,0.0,0.0,0.0
Andre Jackson Jr.,1.0,1.8,0.1,0.1,0.4,2.4,1.6,0.9,0.2,0.0,0.5
Nickeil Alexander-Walker,2.4,5.7,0.4,0.6,1.4,6.6,1.7,2.4,0.9,0.6,0.9
Jaden McDaniels,4.5,8.4,0.7,0.9,1.1,10.8,2.2,1.1,0.8,0.7,1.0
Jordan McLaughlin,0.6,1.6,0.2,0.3,0.3,1.8,0.8,1.6,0.6,0.2,0.1
Troy Brown Jr.,1.6,3.4,0.6,0.7,0.9,4.7,2.2,0.9,0.3,0.1,0.5
Shake Milton,1.7,4.5,1.2,1.5,0.4,5.1,1.4,1.4,0.5,0.1,0.9
Jordan Hawkins,3.3,8.8,1.5,1.7,2.1,10.2,2.8,1.4,0.3,0.1,0.7
Jeremiah Robinson-Earl,1.6,3.1,0.4,0.4,0.5,4.2,2.9,0.6,0.3,0.1,0.5
Dyson Daniels,2.2,5.4,0.8,1.2,0.7,5.9,3.8,2.6,1.4,0.4,0.9
Naji Marshall,2.7,6.1,1.4,1.8,1.0,7.9,3.8,2.2,0.7,0.2,1.1
Jose Alvarado,2.5,6.0,0.7,1.1,1.3,6.9,2.4,1.9,1.0,0.5,0.9
Quentin Grimes,2.4,6.0,0.2,0.3,1.7,6.7,1.7,1.1,0.7,0.1,0.4
Precious Achiuwa,2.9,6.3,0.9,1.5,0.5,7.2,5.2,1.6,0.6,0.5,1.1
Josh Hart,2.9,6.5,0.7,0.8,0.9,7.5,6.3,2.9,0.8,0.2,1.1
Malachi Flynn,1.8,4.3,0.5,0.7,0.9,4.9,2.1,2.3,0.6,0.2,1.0
Miles McBride,0.9,2.0,0.2,0.2,0.6,2.6,0.3,0.6,0.3,0.0,0.0
Moritz Wagner,4.4,7.3,1.9,2.4,0.5,11.1,4.5,1.3,0.5,0.3,1.3
Wendell Carter Jr.,2.8,6.7,1.4,2.0,1.0,8.1,6.4,1.8,0.3,0.5,1.2
Anthony Black,2.0,4.0,0.7,1.1,0.5,5.2,2.6,1.8,0.6,0.4,1.0
Caleb Houstan,1.3,3.0,0.4,0.5,1.1,4.1,1.6,0.4,0.3,0.0,0.3
Gary Harris,2.4,5.7,0.9,1.1,1.3,7.1,1.7,1.9,0.9,0.2,0.5
Patrick Beverley,1.7,3.9,0.9,1.2,0.6,4.9,2.7,2.2,0.5,0.3,0.7
Mo Bamba,1.4,2.5,0.6,0.8,0.4,3.8,2.8,0.5,0.3,0.5,0.6
Nicolas Batum,2.0,3.7,0.3,0.5,1.3,5.6,3.6,2.1,0.5,0.7,0.6
Marcus Morris Sr.,2.2,4.7,0.6,0.7,0.9,5.8,2.5,0.8,0.3,0.3,0.3
Jaden Springer,1.2,3.3,0.6,0.9,0.2,3.2,1.4,1.0,0.6,0.4,0.9
KJ Martin,0.7,1.5,0.2,0.4,0.0,1.6,0.8,0.5,0.4,0.0,0.2
Danuel House Jr.,1.1,2.7,0.6,0.9,0.5,3.4,1.3,0.8,0.3,0.0,0.6
Robert Covington,1.5,3.4,0.8,0.9,0.7,4.4,3.3,0.8,1.3,0.6,0.4
Furkan Korkmaz,0.7,1.8,0.3,0.4,0.2,1.9,0.5,0.5,0.5,0.0,0.3
Drew Eubanks,2.4,4.1,1.1,1.5,0.1,6.0,4.2,1.0,0.4,0.9,1.1
Eric Gordon,5.1,10.9,0.7,1.0,2.7,13.6,2.1,2.4,1.0,0.6,1.3
Yuta Watanabe,1.3,3.9,0.4,0.6,1.0,4.1,1.8,0.4,0.3,0.3,0.6
Keita Bates-Diop,1.7,4.5,1.0,1.4,0.5,4.9,3.0,0.9,0.7,0.6,0.2
Bol Bol,1.4,1.8,0.2,0.3,0.3,3.2,1.9,0.4,0.1,0.4,0.5
Jordan Goodwin,2.0,5.5,0.7,0.8,0.7,5.5,3.6,2.3,0.6,0.2,0.8
Josh Okogie,1.7,4.3,1.9,2.5,0.5,5.7,3.1,1.3,0.9,0.6,0.7
Chimezie Metu,2.2,4.2,1.1,1.2,0.6,6.0,3.2,0.5,0.6,0.2,0.8
Jabari Walker,2.9,5.9,1.8,2.3,0.5,8.0,5.5,0.8,0.7,0.4,0.9
Skylar Mays,2.5,6.6,0.6,0.8,0.7,6.3,1.8,3.6,0.7,0.1,0.9
Toumani Camara,2.7,6.5,0.9,1.4,0.9,7.2,4.9,0.9,1.0,0.5,1.2
Kris Murray,1.2,3.0,0.2,0.3,0.6,3.1,1.8,0.6,0.8,0.2,0.2
Trey Lyles,2.6,5.4,0.7,1.1,1.6,7.6,4.9,1.3,0.1,0.4,0.7
Kevin Huerter,3.6,8.7,0.7,0.8,1.8,9.7,3.7,2.5,0.6,0.3,0.6
JaVale McGee,2.0,3.0,0.6,1.1,0.0,4.6,2.8,0.4,0.2,0.6,1.0
Davion Mitchell,1.4,3.9,0.4,0.6,0.5,3.8,1.0,2.0,0.2,0.1,0.6
Chris Duarte,1.5,3.8,0.5,0.6,0.7,4.1,1.9,0.9,0.6,0.1,0.6
Sasha Vezenkov,2.0,4.6,0.2,0.3,1.1,5.2,2.6,0.5,0.5,0.2,0.3
Keon Ellis,1.3,3.1,0.5,0.7,0.9,3.9,1.4,1.4,0.6,0.5,0.6
Malaki Branham,3.7,8.4,0.6,0.6,1.0,8.9,2.2,2.5,0.4,0.1,1.3
Tre Jones,3.3,7.2,1.2,1.4,0.5,8.3,2.9,4.9,0.8,0.1,1.4
Julian Champagnie,1.8,4.4,0.7,0.9,1.3,5.6,1.8,0.9,0.6,0.6,0.7
Sandro Mamukelashvili,0.9,2.4,0.5,0.6,0.4,2.8,1.9,1.3,0.2,0.3,0.4
Cedi Osman,2.8,6.1,0.7,1.1,1.2,7.5,2.4,1.9,0.4,0.1,0.6
Doug McDermott,2.0,4.6,0.3,0.4,1.6,5.9,1.0,1.4,0.3,0.1,0.5
Gary Trent Jr.,4.1,10.3,0.9,1.4,2.2,11.3,2.3,1.6,0.8,0.1,0.6
Otto Porter Jr.,0.9,2.2,0.2,0.2,0.5,2.6,1.9,0.5,0.3,0.3,0.1
Chris Boucher,2.1,4.5,1.4,1.9,0.7,6.2,3.9,0.4,0.3,0.5,0.4
Gradey Dick,1.1,3.6,0.8,0.8,0.6,3.5,1.2,0.8,0.3,0.0,0.6
Kris Dunn,2.1,4.8,0.4,0.6,0.5,5.1,2.7,3.9,0.8,0.3,1.2
Ochai Agbaji,2.5,5.6,0.3,0.4,1.1,6.5,2.5,1.0,0.6,0.5,0.8
Keyonte George,3.4,9.5,2.3,3.0,1.7,10.9,3.0,4.6,0.5,0.1,2.1
Talen Horton-Tucker,4.1,10.0,1.6,2.0,1.2,11.0,2.5,4.2,1.1,0.4,1.7
Omer Yurtseven,1.7,3.5,0.3,0.5,0.1,3.8,4.5,0.6,0.2,0.5,1.0
Taylor Hendricks,1.9,5.0,0.5,0.7,0.9,5.3,2.5,0.5,0.7,0.5,0.7
Delon Wright,1.5,3.8,1.3,1.5,0.5,4.7,2.4,3.5,1.7,0.2,0.8
Bilal Coulibaly,3.2,6.5,1.1,1.8,1.1,8.6,4.2,1.8,0.9,0.8,1.5
Danilo Gallinari,2.2,5.0,1.8,2.2,0.8,7.0,2.9,1.2,0.2,0.1,0.5
Mike Muscala,1.5,3.9,0.7,0.9,0.7,4.3,3.0,1.0,0.2,0.3,0.6
Landry Shamet,2.8,6.2,0.3,0.7,1.3,7.3,1.3,1.4,0.6,0.2,0.6
Johnny Davis,1.2,2.7,0.2,0.3,0.1,2.6,1.2,0.3,0.4,0.1,0.3
Corey Kispert,4.1,8.7,1.5,2.0,2.0,11.7,2.1,1.5,0.3,0.2,0.9
Jared Butler,1.6,2.9,0.8,0.9,0.5,4.4,0.7,1.8,0.5,0.1,0.6
Eugene Omoruyi,1.8,3.0,0.9,1.2,0.3,4.7,1.5,0.6,0.5,0.1,0.5
Ryan Rollins,1.3,2.5,1.3,1.7,0.2,4.1,1.1,1.1,0.8,0.3,0.7
