,FGM,FGA,FTM,FTA,3PTM,PTS,REB,AST,ST,BLK,TO
Craig Porter Jr.,3.1,6.1,1.0,1.6,0.3,7.5,2.7,3.3,0.7,0.5,1.0
Dean Wade,1.8,4.4,0.4,0.5,1.4,5.3,4.7,0.9,0.9,0.3,0.5
Sam Merrill,2.2,5.2,0.2,0.2,1.9,6.5,1.5,1.2,0.2,0.1,0.4
Tristan Thompson,1.5,2.3,0.3,1.0,0.0,3.4,3.8,1.0,0.2,0.3,0.6
Grant Williams,3.0,7.2,0.8,1.2,1.8,8.6,3.7,1.7,0.5,0.6,1.0
Jaden Hardy,2.8,7.6,0.8,1.2,1.3,7.7,1.9,1.4,0.4,0.1,0.7
Josh Green,2.5,5.8,0.6,1.0,1.1,6.7,2.7,2.5,0.9,0.1,1.0
Derrick Jones Jr.,3.6,7.7,1.4,1.9,1.4,10.2,3.7,1.0,0.9,0.9,0.9
Dwight Powell,1.6,2.1,1.5,1.9,0.0,4.6,3.4,1.4,0.4,0.3,0.4
Seth Curry,1.6,4.2,0.5,0.6,1.0,4.8,1.6,1.0,0.6,0.1,0.4
Dante Exum,3.7,6.4,1.0,1.3,0.9,9.3,2.9,2.9,0.6,0.2,0.9
A.J. Lawson,1.6,3.4,0.4,0.6,0.6,4.2,1.1,0.5,0.5,0.1,0.4
Christian Braun,6.2,13.3,2.9,3.8,1.5,16.7,7.3,3.5,0.8,0.7,1.5
Zeke Nnaji,2.6,5.4,1.5,2.4,0.3,6.9,4.8,1.0,0.4,1.4,1.3
Justin Holiday,3.4,6.6,0.0,0.0,2.1,8.8,2.9,2.4,1.4,0.1,0.5
Peyton Watson,5.2,10.1,1.7,2.6,1.2,13.2,5.2,2.1,1.1,1.8,1.2
Julian Strawther,4.4,11.5,1.0,1.4,2.3,12.2,3.0,2.2,0.9,0.4,0.9
Marvin Bagley III,4.1,7.0,1.9,2.3,0.0,10.2,4.6,1.0,0.2,0.6,1.2
Alec Burks,3.0,8.4,2.7,3.0,1.9,10.6,2.2,1.3,0.4,0.2,0.6
Marcus Sasser,2.8,5.8,0.6,0.7,1.2,7.4,1.6,2.3,0.6,0.2,0.8
Jaden Ivey,4.4,9.6,3.0,3.9,1.1,12.9,3.5,3.1,0.8,0.5,2.0
Isaiah Livers,1.7,5.3,0.6,0.9,0.9,4.8,2.1,1.1,0.6,0.2,0.9
Kevin Knox II,2.8,5.8,0.5,0.6,1.1,7.2,2.2,0.6,0.4,0.2,0.7
James Wiseman,2.9,4.0,0.7,1.1,0.0,6.5,4.3,0.6,0.2,0.7,1.0
Killian Hayes,3.3,7.9,1.0,1.5,0.7,8.3,2.9,4.2,1.0,0.6,1.2
Stanley Umude,1.3,2.9,1.4,1.5,0.9,5.0,1.9,0.5,0.3,0.3,0.7
Moses Moody,5.9,12.5,2.6,3.4,1.9,16.5,6.4,1.7,1.4,0.6,1.5
Kevon Looney,4.4,7.5,1.9,2.7,0.0,10.6,14.9,5.1,1.2,0.5,1.6
Andrew Wiggins,9.5,22.3,4.2,6.1,1.9,25.2,8.8,2.6,0.8,0.8,3.2
Amen Thompson,4.2,9.4,2.2,3.8,0.6,11.1,6.9,3.4,1.2,0.3,2.0
Jock Landale,1.5,4.2,0.8,1.0,0.2,4.0,3.8,1.0,0.5,0.5,0.8
Aaron Holiday,5.1,11.7,1.1,1.3,2.6,13.9,3.9,3.6,1.0,0.2,1.5
Jae'Sean Tate,4.2,8.4,1.1,1.6,1.1,10.7,7.1,2.2,1.5,0.4,1.0
Jeff Green,4.2,7.7,3.9,4.7,0.7,13.0,4.1,1.4,0.3,0.9,1.4
Cam Whitmore,5.6,10.2,1.6,3.1,2.0,14.7,4.2,0.7,1.1,0.2,0.9
T.J. McConnell,6.5,12.5,2.1,2.8,0.1,15.1,5.4,9.5,1.7,0.2,2.2
Andrew Nembhard,6.7,13.8,0.7,1.0,1.3,15.4,3.6,7.9,1.7,0.1,3.2
Isaiah Jackson,5.9,8.8,3.0,4.2,0.0,14.9,8.8,1.9,1.2,2.6,1.3
Jarace Walker,2.4,5.6,1.2,1.4,0.6,6.6,2.4,2.2,0.8,0.6,0.6
Bennedict Mathurin,10.0,21.6,5.5,6.5,2.7,28.1,7.7,3.8,1.1,0.4,3.0
Jordan Nwora,4.5,9.3,1.0,1.2,1.3,11.3,3.7,1.8,0.8,0.2,1.7
Obi Toppin,9.2,15.8,2.4,3.2,2.5,23.3,8.1,2.8,1.1,1.2,1.5
Jalen Smith,7.9,11.9,2.6,3.8,2.3,20.7,10.6,1.9,0.6,0.8,1.9
Terance Mann,2.7,6.6,0.9,1.1,0.7,6.9,3.3,1.9,0.7,0.3,0.6
Bones Hyland,2.8,6.9,0.7,0.8,1.3,7.6,1.0,1.8,0.5,0.0,1.3
Daniel Theis,2.8,5.3,1.0,1.3,0.4,7.0,3.3,0.7,0.4,0.8,0.7
Amir Coffey,1.4,2.9,0.6,0.7,0.6,4.0,1.5,0.8,0.1,0.0,0.4
P.J. Tucker,0.4,1.3,0.2,0.2,0.3,1.3,2.9,0.5,0.6,0.2,0.3
Kobe Brown,1.0,2.5,0.0,0.1,0.5,2.5,1.6,0.6,0.2,0.1,0.2
Rui Hachimura,4.5,9.2,1.5,2.0,1.1,11.6,3.6,1.1,0.7,0.2,0.8
Cam Reddish,2.4,6.0,1.2,1.4,0.8,6.7,2.6,1.6,1.3,0.2,0.8
Jarred Vanderbilt,1.2,3.4,0.2,0.3,0.1,2.7,3.9,0.7,0.6,0.2,0.4
Christian Wood,2.5,5.3,1.3,2.0,0.8,7.0,5.5,1.0,0.2,0.6,1.2
Taurean Prince,3.5,8.2,0.6,0.8,2.2,9.8,2.9,1.8,0.9,0.5,1.0
Jaxson Hayes,1.2,1.9,0.5,0.9,0.0,2.9,1.8,0.3,0.2,0.3,0.5
Max Christie,1.9,4.8,0.6,0.7,0.7,5.0,2.9,1.0,0.4,0.2,0.8
Xavier Tillman Sr.,2.3,6.0,0.3,0.9,0.5,5.4,4.4,1.4,1.1,0.9,0.8
John Konchar,1.2,3.2,0.3,0.3,0.7,3.3,3.9,1.3,0.8,0.7,0.5
Ziaire Williams,2.6,6.6,1.1,1.3,1.1,7.4,3.5,1.3,0.4,0.3,1.2
Vince Williams Jr.,1.6,4.4,1.0,1.3,1.1,5.4,5.0,1.6,0.5,0.6,0.8
David Roddy,2.8,7.1,0.9,1.3,0.9,7.5,3.6,1.2,0.5,0.3,0.9
Santi Aldama,4.1,9.2,1.0,1.6,1.6,10.9,5.7,1.8,0.6,0.7,1.0
Bismack Biyombo,2.3,4.1,0.8,1.6,0.0,5.4,6.4,1.6,0.4,1.1,1.2
Jacob Gilyard,1.3,3.0,0.0,0.0,1.2,3.8,1.0,3.0,0.6,0.1,0.6
Josh Richardson,3.6,8.2,1.3,1.4,1.5,10.0,2.6,2.9,0.6,0.3,1.0
Kevin Love,3.1,7.1,1.7,2.3,1.7,9.7,6.9,2.6,0.4,0.2,0.7
Thomas Bryant,2.1,3.8,0.9,1.1,0.0,5.1,3.6,0.6,0.3,0.3,0.8
Orlando Robinson,2.1,3.9,0.7,1.1,0.5,5.3,3.9,1.6,0.3,0.5,0.9
Jamal Cain,2.1,4.7,0.9,1.3,0.5,5.6,2.1,0.2,0.7,0.3,0.3
Nikola Jovic,2.1,4.0,0.8,1.1,1.1,6.1,4.5,1.9,0.4,0.1,0.8
Cameron Payne,4.4,9.5,1.5,1.6,2.2,12.5,2.4,4.8,0.8,0.1,1.6
MarJon Beauchamp,4.0,7.7,0.8,1.4,1.4,10.3,4.9,1.4,0.6,0.3,1.4
Pat Connaughton,3.9,9.4,0.8,1.1,2.1,10.6,7.2,3.9,0.9,0.4,1.1
AJ Green,2.1,4.8,0.1,0.1,1.8,6.1,1.5,1.2,0.0,0.0,0.0
Andre Jackson Jr.,2.0,3.6,0.2,0.3,0.9,5.1,3.3,1.8,0.5,0.0,1.0
Nickeil Alexander-Walker,2.4,5.7,0.4,0.6,1.4,6.5,1.7,2.4,0.9,0.6,1.0
Jaden McDaniels,4.4,8.3,0.7,1.0,1.1,10.6,2.1,1.1,0.8,0.7,1.0
Jordan McLaughlin,0.6,1.6,0.2,0.3,0.2,1.7,0.6,1.5,0.5,0.2,0.1
Troy Brown Jr.,1.6,3.5,0.7,0.8,0.9,4.8,2.2,0.9,0.3,0.1,0.5
Shake Milton,1.8,4.6,1.3,1.5,0.5,5.3,1.5,1.4,0.5,0.1,0.9
Jordan Hawkins,3.3,8.8,1.5,1.7,2.0,10.1,2.9,1.4,0.3,0.1,0.7
Jeremiah Robinson-Earl,1.6,3.1,0.4,0.4,0.5,4.2,2.9,0.6,0.3,0.1,0.5
Dyson Daniels,2.3,5.5,0.8,1.1,0.7,6.0,3.9,2.6,1.3,0.4,1.0
Naji Marshall,2.7,6.0,1.5,1.9,1.0,7.8,3.8,2.2,0.7,0.2,1.1
Jose Alvarado,2.5,6.0,0.7,1.2,1.3,7.1,2.5,1.9,1.1,0.4,0.9
Quentin Grimes,4.5,11.5,0.3,0.5,3.3,12.6,2.9,2.1,1.3,0.1,0.8
Precious Achiuwa,5.9,12.9,1.8,3.1,1.0,14.6,10.5,3.3,1.2,1.0,2.1
Josh Hart,5.8,12.9,1.2,1.6,1.9,14.8,12.1,5.5,1.7,0.4,2.2
Malachi Flynn,3.6,8.8,1.1,1.4,1.8,10.1,4.2,4.7,1.2,0.4,2.1
Miles McBride,1.5,3.3,0.1,0.2,0.9,4.0,0.5,0.9,0.6,0.0,0.1
Cason Wallace,2.7,5.0,0.5,0.6,1.1,6.9,2.1,1.5,0.6,0.4,0.5
Isaiah Joe,3.1,6.9,0.8,1.0,2.2,9.3,2.2,1.0,0.7,0.3,0.6
Davis Bertans,0.8,2.1,1.3,1.4,0.8,3.7,0.9,0.7,0.2,0.2,0.1
Kenrich Williams,1.9,3.9,0.1,0.5,0.9,4.9,2.7,1.7,0.5,0.1,0.2
Aaron Wiggins,1.9,3.3,0.6,0.9,0.5,5.0,2.4,0.8,0.4,0.1,0.5
Jaylin Williams,1.2,3.1,0.5,0.5,0.7,3.6,3.3,1.4,0.4,0.2,0.4
Lindy Waters III,1.2,2.6,0.0,0.0,1.1,3.4,0.8,0.6,0.0,0.1,0.1
Ousmane Dieng,1.5,3.3,0.6,0.7,0.8,4.3,1.6,0.9,0.1,0.0,0.3
Moritz Wagner,4.3,7.1,1.9,2.4,0.5,10.9,4.4,1.2,0.4,0.3,1.3
Wendell Carter Jr.,2.8,6.7,1.4,2.0,1.0,8.1,6.4,1.8,0.3,0.5,1.2
Chuma Okeke,0.8,1.8,0.0,0.0,0.5,2.0,1.5,0.5,0.1,0.1,0.2
Anthony Black,2.1,4.1,0.7,1.1,0.5,5.4,2.7,1.8,0.6,0.4,1.1
Caleb Houstan,1.2,2.9,0.4,0.4,1.1,3.9,1.6,0.4,0.3,0.0,0.3
Gary Harris,2.4,5.7,0.9,1.1,1.3,7.1,1.7,1.9,0.9,0.2,0.5
Patrick Beverley,3.5,7.9,1.7,2.2,1.2,9.9,5.5,4.5,1.0,0.6,1.4
Mo Bamba,2.9,5.1,1.2,1.6,0.8,7.8,5.7,0.9,0.5,1.1,1.2
Nicolas Batum,4.1,7.6,0.7,1.1,2.7,11.6,7.2,4.3,1.1,1.3,1.0
Marcus Morris Sr.,4.5,9.6,1.2,1.5,1.8,12.0,5.2,1.5,0.7,0.6,0.7
Jaden Springer,2.4,6.2,1.2,1.6,0.5,6.5,2.8,1.9,1.1,0.8,1.8
KJ Martin,1.4,3.2,0.4,0.8,0.1,3.3,1.6,1.0,0.9,0.1,0.5
Danuel House Jr.,2.3,5.4,1.3,1.8,1.0,7.0,2.4,1.5,0.6,0.1,1.3
Robert Covington,3.0,6.8,1.5,1.8,1.3,8.8,6.7,1.7,2.7,1.2,0.8
Furkan Korkmaz,1.3,3.5,0.7,0.9,0.5,3.8,1.0,1.0,1.0,0.0,0.7
Drew Eubanks,2.3,3.9,1.1,1.4,0.1,5.8,4.1,1.0,0.3,1.0,1.1
Eric Gordon,5.1,10.9,0.7,1.0,2.7,13.6,2.1,2.4,1.0,0.6,1.3
Yuta Watanabe,1.4,4.0,0.4,0.6,1.0,4.2,1.9,0.5,0.3,0.3,0.6
Keita Bates-Diop,1.8,4.5,1.0,1.4,0.5,5.1,3.0,1.0,0.6,0.6,0.2
Bol Bol,1.3,1.8,0.2,0.2,0.3,3.1,1.8,0.3,0.1,0.3,0.6
Jordan Goodwin,2.1,5.7,0.7,0.9,0.7,5.7,3.7,2.4,0.6,0.3,0.9
Josh Okogie,1.7,4.4,1.7,2.3,0.5,5.7,3.1,1.2,0.8,0.5,0.8
Chimezie Metu,2.1,4.2,1.1,1.2,0.6,5.9,3.2,0.5,0.5,0.2,0.8
Jabari Walker,2.9,5.9,1.8,2.3,0.5,8.0,5.5,0.8,0.7,0.4,0.9
Skylar Mays,2.5,6.6,0.6,0.8,0.7,6.3,1.8,3.6,0.7,0.1,0.9
Toumani Camara,2.7,6.4,0.9,1.4,0.8,7.1,4.8,0.9,1.0,0.5,1.1
Kris Murray,1.0,2.7,0.2,0.3,0.5,2.6,1.6,0.6,0.7,0.2,0.1
Trey Lyles,2.6,5.4,0.8,1.2,1.5,7.4,5.0,1.3,0.1,0.4,0.7
Malik Monk,5.0,11.2,2.2,2.6,2.7,14.9,2.6,5.2,0.6,0.6,2.2
Kevin Huerter,3.7,8.9,0.7,0.8,1.8,9.9,3.8,2.5,0.6,0.3,0.6
JaVale McGee,2.0,3.0,0.6,1.1,0.0,4.6,2.9,0.4,0.2,0.6,1.0
Davion Mitchell,1.4,3.8,0.4,0.6,0.5,3.7,1.0,2.0,0.2,0.1,0.6
Chris Duarte,1.4,3.7,0.5,0.7,0.6,3.9,2.0,0.9,0.6,0.1,0.6
Sasha Vezenkov,2.0,4.6,0.2,0.3,1.1,5.2,2.6,0.5,0.5,0.2,0.3
Keon Ellis,1.3,3.1,0.5,0.7,0.9,3.9,1.4,1.4,0.6,0.5,0.6
Malaki Branham,3.7,8.4,0.6,0.6,1.0,8.9,2.2,2.5,0.4,0.1,1.3
Tre Jones,3.2,7.0,1.1,1.3,0.5,8.0,2.9,4.9,0.8,0.1,1.4
Julian Champagnie,1.8,4.5,0.7,0.9,1.4,5.8,1.9,0.8,0.5,0.6,0.7
Sandro Mamukelashvili,1.0,2.5,0.6,0.7,0.4,2.9,2.1,1.2,0.2,0.3,0.4
Cedi Osman,2.8,6.0,0.7,1.0,1.1,7.3,2.4,1.8,0.4,0.2,0.6
Doug McDermott,2.0,4.6,0.3,0.4,1.6,5.9,1.0,1.4,0.3,0.1,0.5
Jalen McDaniels,1.0,3.5,0.4,0.4,0.4,2.8,1.2,0.6,0.4,0.2,0.4
Gary Trent Jr.,4.1,10.3,0.9,1.4,2.2,11.3,2.3,1.6,0.8,0.1,0.6
Otto Porter Jr.,0.9,2.2,0.2,0.2,0.5,2.6,1.9,0.5,0.3,0.3,0.1
Chris Boucher,2.0,4.3,1.4,1.8,0.6,6.0,3.7,0.4,0.3,0.5,0.4
Gradey Dick,1.1,3.6,0.8,0.8,0.6,3.5,1.2,0.8,0.3,0.0,0.6
Kris Dunn,4.3,9.4,0.8,1.2,1.0,10.4,5.3,7.7,1.3,0.5,2.4
Ochai Agbaji,5.1,11.2,0.6,0.8,2.3,13.1,4.9,2.1,1.3,1.0,1.4
Keyonte George,6.8,19.0,4.7,6.0,3.4,21.8,5.9,9.4,1.0,0.2,4.3
Talen Horton-Tucker,8.2,19.9,3.1,3.8,2.6,22.1,5.2,8.7,2.1,0.8,3.5
Omer Yurtseven,3.5,6.9,0.6,0.8,0.3,7.9,8.8,1.3,0.4,1.0,1.9
Taylor Hendricks,3.8,10.0,1.1,1.5,1.8,10.5,5.1,0.9,1.5,1.1,1.5
Delon Wright,2.7,7.2,2.8,3.2,0.8,9.0,4.8,7.3,2.8,0.5,1.5
Bilal Coulibaly,6.2,12.7,2.2,3.4,2.2,16.9,8.2,3.6,1.9,1.4,2.9
Danilo Gallinari,4.4,10.1,3.6,4.3,1.5,13.9,5.8,2.4,0.5,0.2,0.9
Mike Muscala,3.1,7.8,1.4,1.8,1.4,9.0,5.8,2.2,0.4,0.7,1.2
Landry Shamet,5.6,12.4,0.7,1.3,2.7,14.6,2.6,2.9,1.1,0.4,1.1
Johnny Davis,2.5,5.5,0.5,0.6,0.1,5.6,2.4,0.6,0.9,0.1,0.6
Corey Kispert,8.1,17.2,3.1,4.2,4.0,23.3,4.2,2.9,0.7,0.3,1.8
Jared Butler,3.2,6.0,1.6,2.0,1.1,9.1,1.5,3.6,1.1,0.1,1.3
Eugene Omoruyi,3.4,5.8,1.6,2.2,0.6,9.1,3.1,1.2,0.9,0.1,1.1
Anthony Gill,1.9,3.7,1.0,1.3,0.0,4.9,2.9,1.0,0.3,0.6,1.0
Ryan Rollins,2.6,5.0,2.6,3.4,0.4,8.2,2.2,2.2,1.6,0.6,1.4
