,FGM,FGA,FTM,FTA,3PTM,PTS,REB,AST,ST,BLK,TO
Terance Mann,2.8,6.5,0.8,1.1,0.9,7.3,3.2,1.8,0.7,0.3,0.7
Bones Hyland,2.6,6.7,0.6,0.8,1.2,7.1,0.9,1.8,0.5,0.1,1.2
Daniel Theis,2.6,5.0,1.0,1.3,0.4,6.5,3.5,0.9,0.5,0.9,0.6
Russell Westbrook,4.4,9.6,1.4,2.2,0.6,10.8,5.8,4.5,1.1,0.4,2.2
Amir Coffey,1.7,3.2,0.5,0.6,0.5,4.4,1.6,0.7,0.3,0.0,0.4
P.J. Tucker,0.4,1.3,0.2,0.2,0.3,1.3,2.9,0.5,0.6,0.2,0.3
Kobe Brown,0.9,2.2,0.0,0.1,0.4,2.2,1.4,0.6,0.2,0.1,0.2
Rui Hachimura,9.0,18.5,3.0,4.0,2.2,23.2,7.2,2.2,1.4,0.4,1.6
Cam Reddish,4.7,11.9,2.2,2.6,1.9,13.4,4.9,2.8,2.5,0.5,1.8
Jarred Vanderbilt,2.3,6.3,0.6,1.1,0.2,5.4,8.8,2.0,1.4,0.3,1.2
Christian Wood,5.2,10.8,2.7,4.0,1.6,14.7,11.2,1.9,0.4,1.3,2.5
Jaxson Hayes,2.6,3.8,0.9,1.8,0.0,6.1,3.7,0.7,0.4,0.8,1.1
Max Christie,3.9,9.6,1.4,1.8,1.4,10.7,6.2,2.1,0.8,0.6,1.7
John Konchar,2.2,6.1,0.6,0.7,1.2,6.2,7.6,2.7,1.4,1.3,0.9
Ziaire Williams,5.8,14.1,2.0,2.4,2.4,15.9,6.9,2.7,1.0,0.5,2.4
David Roddy,5.8,14.1,1.8,2.6,1.9,15.3,7.4,2.6,1.0,0.5,1.8
Santi Aldama,7.9,17.9,1.9,3.2,3.1,20.8,11.0,3.4,1.3,1.3,2.1
Bismack Biyombo,4.5,7.9,1.5,3.1,0.0,10.4,12.7,3.4,0.7,2.3,2.5
Jacob Gilyard,2.5,6.0,0.1,0.1,2.2,7.2,2.0,6.4,1.0,0.2,1.3
Caleb Martin,8.4,18.9,2.8,3.9,2.5,22.0,10.0,4.5,1.6,0.5,2.6
Josh Richardson,7.2,16.1,2.8,3.0,2.9,20.0,5.4,5.9,1.2,0.6,2.0
Thomas Bryant,4.0,7.2,1.7,2.0,0.0,9.7,7.1,1.2,0.6,0.5,1.5
Orlando Robinson,4.1,7.9,1.5,2.1,0.9,10.7,7.9,3.2,0.7,0.9,1.7
Haywood Highsmith,4.6,10.9,1.3,1.7,2.4,12.9,6.3,2.8,2.1,1.1,1.7
Jamal Cain,4.1,9.4,2.0,2.7,1.1,11.4,4.1,0.4,1.3,0.6,0.6
Nikola Jovic,4.3,10.0,1.7,2.8,2.5,12.8,9.3,5.0,1.0,0.7,1.8
Cameron Payne,4.2,9.2,1.7,1.9,2.1,12.2,2.4,4.9,0.7,0.1,1.5
MarJon Beauchamp,3.9,8.0,0.7,1.2,1.5,10.0,4.9,1.6,0.7,0.4,1.4
Pat Connaughton,3.9,9.1,0.8,1.1,2.3,10.8,6.9,3.7,0.9,0.3,1.2
AJ Green,2.3,5.0,0.2,0.2,1.9,6.8,1.6,1.2,0.0,0.1,0.0
Andre Jackson Jr.,1.9,3.8,0.4,0.4,0.8,4.9,3.6,2.0,0.6,0.1,0.9
Nickeil Alexander-Walker,2.3,5.6,0.4,0.6,1.3,6.4,1.8,2.4,0.9,0.6,1.0
Jordan McLaughlin,0.9,2.2,0.2,0.2,0.4,2.4,0.8,1.8,0.7,0.2,0.2
Kyle Anderson,2.6,5.5,1.4,2.0,0.1,6.6,3.7,3.8,0.8,0.7,1.5
Troy Brown Jr.,1.5,3.4,0.6,0.7,0.9,4.5,2.1,1.0,0.2,0.1,0.5
Shake Milton,1.8,4.3,1.1,1.4,0.4,5.0,1.4,1.3,0.4,0.1,0.8
Jordan Hawkins,6.6,17.1,2.8,3.2,4.1,20.1,5.4,2.8,0.6,0.2,1.4
Jeremiah Robinson-Earl,3.2,5.9,0.8,0.8,1.0,8.2,5.1,1.1,0.5,0.4,1.0
Dyson Daniels,4.6,10.7,1.5,2.4,1.4,12.1,7.7,5.4,2.8,0.7,1.8
Naji Marshall,5.5,12.0,3.1,3.8,1.9,16.1,7.6,4.2,1.3,0.4,2.1
Jose Alvarado,5.0,12.1,1.5,2.3,2.6,14.0,4.7,3.7,2.1,0.9,1.7
Precious Achiuwa,5.6,12.3,1.6,2.8,0.9,13.7,10.3,3.0,1.2,1.0,2.1
Josh Hart,5.7,12.8,1.4,1.8,1.8,14.6,12.4,5.6,1.5,0.4,2.4
Malachi Flynn,3.3,8.2,1.1,1.4,1.6,9.4,3.9,4.3,1.1,0.4,1.9
Miles McBride,2.4,5.4,0.3,0.4,1.5,6.6,0.9,1.5,0.6,0.0,0.2
Luguentz Dort,7.4,16.2,3.7,4.5,3.7,22.2,7.9,2.7,1.7,1.7,1.7
Cason Wallace,5.3,10.3,1.0,1.1,2.2,13.7,4.4,3.0,1.2,0.9,1.0
Tre Mann,3.1,6.2,0.2,0.2,1.2,7.5,3.7,3.1,0.5,0.0,1.4
Isaiah Joe,6.2,13.5,1.5,1.8,4.4,18.2,4.4,2.1,1.2,0.6,1.2
Davis Bertans,1.5,4.0,2.3,2.5,1.5,6.8,1.7,1.3,0.3,0.3,0.2
Kenrich Williams,3.6,7.5,0.2,0.8,1.6,9.1,5.4,3.2,1.1,0.2,0.8
Aaron Wiggins,3.9,6.7,1.1,1.5,1.0,9.9,4.5,1.5,0.9,0.2,1.0
Jaylin Williams,2.4,6.3,0.9,1.0,1.4,7.1,6.3,2.8,0.7,0.4,0.8
Ousmane Dieng,3.3,7.4,1.1,1.3,1.6,9.2,3.7,2.0,0.2,0.0,0.7
Vasilije Micic,2.2,6.2,0.7,0.9,0.7,5.9,1.4,6.1,0.8,0.4,1.4
Markelle Fultz,7.5,16.8,1.0,2.5,0.0,16.0,6.2,7.2,2.2,0.8,2.2
Chuma Okeke,2.1,5.6,0.0,0.2,1.4,5.6,5.0,1.3,0.3,0.5,0.9
Anthony Black,3.8,7.8,1.3,2.1,1.0,9.8,4.9,3.6,1.3,0.7,2.1
Joe Ingles,3.4,8.3,1.4,1.6,2.2,10.5,5.3,7.0,1.7,0.2,1.8
Patrick Beverley,1.8,4.2,0.9,1.1,0.6,5.2,2.9,2.4,0.5,0.3,0.8
Mo Bamba,1.6,3.0,0.6,0.9,0.4,4.2,3.0,0.5,0.4,0.8,0.6
Nicolas Batum,2.0,3.9,0.3,0.5,1.3,5.8,3.7,2.2,0.6,0.8,0.6
Marcus Morris Sr.,2.2,5.1,0.8,0.9,1.0,6.3,2.7,0.8,0.4,0.3,0.4
Jaden Springer,1.1,3.2,0.5,0.8,0.2,3.0,1.4,0.9,0.5,0.4,0.8
KJ Martin,0.8,1.7,0.2,0.4,0.0,1.8,0.8,0.5,0.4,0.0,0.2
Danuel House Jr.,1.1,2.7,0.7,0.9,0.5,3.4,1.3,0.8,0.3,0.0,0.6
Furkan Korkmaz,0.7,1.8,0.3,0.4,0.3,2.0,0.5,0.5,0.5,0.0,0.3
Drew Eubanks,2.3,3.9,1.2,1.5,0.1,5.8,4.3,0.9,0.3,0.9,1.1
Eric Gordon,4.9,10.8,0.8,1.1,2.6,13.2,2.1,2.3,0.9,0.5,1.3
Yuta Watanabe,1.2,3.7,0.4,0.6,0.9,3.8,1.7,0.4,0.3,0.3,0.6
Keita Bates-Diop,1.6,4.3,0.9,1.2,0.5,4.7,2.8,0.9,0.6,0.5,0.2
Bol Bol,1.4,1.9,0.3,0.4,0.2,3.4,2.2,0.5,0.2,0.5,0.5
Jordan Goodwin,2.0,5.3,0.7,0.8,0.7,5.3,3.4,2.2,0.6,0.2,0.8
Josh Okogie,1.7,4.2,1.8,2.4,0.5,5.7,2.8,1.3,1.0,0.5,0.7
Chimezie Metu,2.0,4.0,1.2,1.3,0.5,5.8,3.0,0.5,0.6,0.2,0.8
Nassir Little,1.9,3.8,0.7,0.8,0.7,5.1,2.5,0.7,0.4,0.3,0.5
Jabari Walker,3.0,6.1,1.9,2.4,0.5,8.3,5.7,0.9,0.7,0.4,1.0
Duop Reath,3.3,7.3,1.1,1.4,1.4,9.0,4.0,1.0,0.5,0.5,0.8
Skylar Mays,2.6,6.5,0.6,0.8,0.7,6.6,1.7,3.5,0.7,0.1,0.8
Toumani Camara,2.7,6.5,1.0,1.5,0.9,7.2,5.0,0.9,1.0,0.6,1.3
Kris Murray,1.3,3.5,0.4,0.5,0.5,3.4,2.0,0.6,0.8,0.1,0.3
Trey Lyles,2.5,5.4,0.8,1.3,1.6,7.4,4.9,1.3,0.1,0.3,0.7
Kevin Huerter,3.6,8.6,0.7,0.9,1.7,9.5,3.6,2.5,0.6,0.3,0.6
JaVale McGee,1.9,3.0,0.8,1.2,0.0,4.5,3.0,0.4,0.2,0.6,1.0
Harrison Barnes,3.6,7.6,1.8,2.3,1.7,10.8,2.9,1.2,0.7,0.2,0.7
Davion Mitchell,1.3,3.6,0.4,0.5,0.5,3.5,0.9,1.7,0.2,0.1,0.5
Chris Duarte,1.3,3.7,0.5,0.7,0.6,3.8,1.9,0.9,0.5,0.1,0.6
Sasha Vezenkov,2.0,4.8,0.2,0.3,1.0,5.3,2.7,0.4,0.4,0.2,0.3
Keon Ellis,1.3,3.1,0.4,0.6,1.0,4.0,1.4,1.3,0.5,0.4,0.6
Alex Len,1.1,1.7,0.3,0.7,0.0,2.6,3.6,1.3,0.2,0.6,0.5
Malaki Branham,7.1,16.4,1.2,1.3,2.1,17.3,4.2,5.0,0.7,0.2,2.6
Tre Jones,6.9,14.3,2.4,2.8,1.0,17.2,5.8,9.9,1.6,0.3,2.8
Julian Champagnie,3.4,8.9,1.6,1.9,2.5,10.9,3.8,1.7,1.2,1.1,1.3
Jeremy Sochan,8.5,19.5,3.0,3.9,1.9,22.0,11.0,7.9,1.3,0.6,3.9
Sandro Mamukelashvili,1.7,4.4,1.0,1.3,0.7,5.1,3.7,2.3,0.3,0.6,0.8
Cedi Osman,5.8,12.1,1.5,2.3,2.4,15.5,5.2,3.8,1.0,0.3,1.3
Doug McDermott,4.3,9.3,0.6,0.9,3.5,12.7,2.1,2.6,0.5,0.1,1.0
Dominick Barlow,2.8,6.3,1.2,2.0,0.1,6.9,5.7,1.9,0.8,1.1,0.4
Jalen McDaniels,1.1,3.3,0.6,0.8,0.3,3.1,1.3,0.6,0.4,0.1,0.3
Gary Trent Jr.,4.1,10.1,0.8,1.2,2.2,11.3,2.2,1.6,0.8,0.1,0.6
Thaddeus Young,1.5,2.5,0.1,0.3,0.1,3.1,1.6,1.5,0.6,0.1,0.6
Kris Dunn,4.1,8.9,0.7,1.0,1.0,9.9,5.9,8.2,1.8,0.9,2.5
Ochai Agbaji,4.8,10.8,0.6,0.8,2.2,12.2,5.2,2.0,1.2,1.0,1.4
Talen Horton-Tucker,8.2,19.9,3.2,4.1,2.5,22.1,5.1,8.4,2.1,0.7,3.4
Simone Fontecchio,6.5,14.3,1.4,1.8,3.7,18.1,6.3,2.5,1.3,0.8,2.2
Omer Yurtseven,3.3,6.6,0.5,0.9,0.3,7.4,8.8,1.1,0.3,0.9,1.9
Taylor Hendricks,3.5,8.9,0.9,1.2,1.8,9.8,4.5,0.9,1.4,1.1,1.4
Delon Wright,3.0,8.1,2.2,2.9,0.9,9.1,4.5,6.6,2.8,0.4,1.2
Bilal Coulibaly,6.1,12.8,2.3,3.6,2.1,16.6,8.5,3.6,1.7,1.6,2.8
Danilo Gallinari,4.4,10.1,3.6,4.3,1.5,13.9,5.8,2.4,0.5,0.2,0.9
Mike Muscala,2.8,7.5,1.2,1.7,1.2,7.9,6.2,1.8,0.4,0.6,1.3
Landry Shamet,5.6,12.5,1.4,2.1,2.6,15.3,2.6,2.8,1.3,0.5,1.4
Corey Kispert,8.3,17.1,2.8,3.8,4.0,23.3,4.2,2.9,0.6,0.4,2.0
Jared Butler,3.3,5.9,1.4,1.8,1.2,9.2,1.3,3.6,0.9,0.2,1.2
Eugene Omoruyi,3.4,5.8,1.7,2.2,0.5,8.9,2.9,1.2,0.9,0.1,0.9
Ryan Rollins,2.6,5.0,2.6,3.4,0.4,8.2,2.2,2.2,1.6,0.6,1.4
