,FGM,FGA,FTM,FTA,3PTM,PTS,REB,AST,ST,BLK,TO
Amen Thompson,2.3,5.1,1.2,1.8,0.2,6.0,3.6,1.8,0.9,0.2,1.2
Aaron Nesmith,4.2,8.2,1.1,1.6,2.1,11.8,3.3,1.1,1.1,0.7,0.9
Jordan Nwora,2.1,4.6,0.5,0.6,0.6,5.2,1.8,1.0,0.3,0.1,0.7
Obi Toppin,4.5,7.6,1.2,1.5,1.4,11.6,4.0,1.5,0.5,0.5,0.7
Andrew Nembhard,3.4,7.0,0.5,0.7,0.7,8.0,1.8,4.1,0.9,0.0,1.9
Jarace Walker,1.4,3.5,0.5,0.5,0.5,3.8,1.3,1.3,0.6,0.4,0.4
Isaiah Jackson,2.9,4.3,1.3,1.9,0.0,7.2,4.3,0.9,0.7,1.3,0.8
Christian Wood,2.7,5.6,1.4,2.0,0.9,7.7,5.7,1.0,0.2,0.7,1.2
Skylar Mays,2.5,6.3,0.6,0.7,0.7,6.3,1.7,3.4,0.7,0.1,0.8
Jarred Vanderbilt,1.2,3.0,0.3,0.6,0.2,3.0,4.3,1.0,0.8,0.2,0.6
Jaxson Hayes,1.3,1.9,0.5,0.9,0.0,3.0,1.8,0.3,0.2,0.4,0.6
Rui Hachimura,4.6,9.3,1.6,2.1,1.1,11.8,3.6,1.0,0.7,0.3,0.8
Cam Reddish,2.3,5.8,1.1,1.3,0.9,6.5,2.4,1.4,1.2,0.2,0.9
Max Christie,1.9,4.6,0.6,0.8,0.7,5.1,2.9,1.1,0.4,0.3,0.8
Xavier Tillman Sr.,2.6,6.3,0.5,1.2,0.4,6.0,4.8,1.6,1.2,1.0,0.9
Bismack Biyombo,2.2,4.0,0.7,1.5,0.0,5.2,6.4,1.7,0.3,1.1,1.3
John Konchar,1.1,3.1,0.3,0.4,0.6,3.0,3.8,1.3,0.7,0.7,0.4
Santi Aldama,3.9,8.9,1.1,1.7,1.5,10.4,5.5,1.7,0.6,0.7,1.1
David Roddy,3.0,7.3,0.9,1.2,1.0,7.9,3.8,1.3,0.5,0.2,1.0
Jacob Gilyard,1.4,3.4,0.0,0.0,1.2,4.0,1.1,3.3,0.7,0.1,0.6
Ziaire Williams,2.8,7.0,1.1,1.4,1.2,7.9,3.5,1.3,0.5,0.2,1.2
Josh Richardson,3.6,8.2,1.4,1.5,1.5,10.0,2.7,2.8,0.6,0.3,1.0
Thomas Bryant,1.9,3.4,0.8,1.0,0.0,4.6,3.4,0.6,0.3,0.2,0.7
Haywood Highsmith,2.2,5.3,0.6,0.8,1.2,6.2,3.0,1.3,1.0,0.5,0.8
Nikola Jovic,2.1,5.0,0.7,1.2,1.2,6.2,4.7,2.4,0.4,0.4,1.0
Jamal Cain,2.1,4.7,1.0,1.4,0.6,5.7,2.1,0.2,0.6,0.3,0.3
Orlando Robinson,1.9,3.7,0.7,1.0,0.4,5.0,3.7,1.5,0.3,0.4,0.8
Pat Connaughton,1.9,4.5,0.4,0.6,1.1,5.3,3.4,1.9,0.4,0.2,0.6
Jae Crowder,2.8,5.2,0.8,1.3,1.8,8.1,3.9,1.7,0.8,0.3,0.4
Cameron Payne,2.2,4.7,0.9,1.0,1.1,6.3,1.2,2.4,0.4,0.1,0.7
MarJon Beauchamp,1.9,4.0,0.4,0.6,0.8,5.0,2.5,0.8,0.3,0.2,0.7
Andre Jackson Jr.,1.0,2.0,0.2,0.2,0.4,2.6,2.0,1.0,0.3,0.1,0.5
AJ Green,1.2,2.6,0.2,0.2,1.0,3.4,0.8,0.6,0.0,0.0,0.0
Kyle Anderson,5.2,11.0,2.8,4.1,0.2,13.4,7.2,7.6,1.6,1.3,2.9
Troy Brown Jr.,3.0,6.8,1.2,1.3,1.8,9.0,4.2,2.0,0.5,0.1,1.1
Shake Milton,3.5,8.7,2.2,2.8,0.8,10.1,2.8,2.6,0.9,0.2,1.6
Jordan McLaughlin,1.8,4.4,0.3,0.4,0.9,4.8,1.6,3.7,1.4,0.4,0.4
Nickeil Alexander-Walker,4.7,11.3,0.8,1.2,2.7,12.9,3.5,4.8,1.8,1.2,1.9
Naji Marshall,2.8,6.0,1.5,1.8,0.9,7.9,3.8,2.0,0.7,0.2,1.1
Jeremiah Robinson-Earl,1.6,3.0,0.4,0.4,0.5,4.0,2.6,0.5,0.4,0.2,0.5
Jose Alvarado,2.6,6.3,0.8,1.2,1.4,7.3,2.3,2.0,1.0,0.4,0.8
Dyson Daniels,2.3,5.3,0.8,1.2,0.7,6.0,3.9,2.8,1.3,0.3,0.9
Jordan Hawkins,3.5,8.7,1.5,1.8,2.1,10.7,2.7,1.4,0.4,0.1,0.8
Precious Achiuwa,5.4,11.8,1.6,2.8,0.8,13.3,10.1,2.8,1.1,1.0,2.1
Malachi Flynn,3.3,8.2,1.2,1.6,1.6,9.4,3.7,4.2,1.1,0.3,1.9
Josh Hart,5.6,12.8,1.4,1.7,1.8,14.4,12.4,5.6,1.6,0.4,2.4
Quentin Grimes,4.9,12.0,0.5,0.9,3.6,13.9,3.4,2.2,1.4,0.1,1.0
Miles McBride,3.3,7.0,0.4,0.5,2.0,9.0,1.4,1.9,0.8,0.1,0.5
Isaiah Joe,3.1,6.9,0.7,0.9,2.1,9.0,2.3,1.1,0.6,0.3,0.6
Kenrich Williams,1.8,3.8,0.1,0.4,0.8,4.5,2.8,1.6,0.5,0.1,0.4
Davis Bertans,0.8,2.0,1.2,1.2,0.8,3.4,0.8,0.7,0.2,0.2,0.1
Vasilije Micic,1.3,3.3,0.3,0.4,0.5,3.3,0.8,2.8,0.4,0.2,0.7
Aaron Wiggins,1.9,3.3,0.6,0.8,0.5,4.8,2.2,0.8,0.5,0.1,0.5
Ousmane Dieng,1.6,3.7,0.5,0.6,0.8,4.4,1.9,0.9,0.1,0.0,0.4
Jaylin Williams,1.2,3.1,0.4,0.5,0.7,3.5,3.1,1.4,0.3,0.2,0.4
Cason Wallace,2.6,5.2,0.5,0.6,1.1,6.7,2.2,1.5,0.6,0.5,0.5
Tre Mann,1.5,3.1,0.1,0.1,0.6,3.8,1.8,1.5,0.2,0.0,0.7
Markelle Fultz,3.7,8.3,0.4,1.1,0.0,7.8,3.3,4.0,1.0,0.3,1.0
Jonathan Isaac,2.2,4.8,1.3,1.7,0.6,6.3,4.3,0.3,0.8,1.2,0.5
Trevelin Queen,1.6,4.1,0.7,0.9,0.4,4.3,2.3,1.7,0.9,0.7,0.9
Wendell Carter Jr.,3.1,7.0,1.4,2.0,1.0,8.7,6.1,1.7,0.3,0.6,1.1
Moritz Wagner,4.5,7.5,2.1,2.6,0.5,11.5,4.7,1.3,0.5,0.3,1.3
Joe Ingles,1.8,4.2,0.7,0.8,1.1,5.3,2.6,3.5,0.8,0.1,0.9
Chuma Okeke,1.3,3.1,0.0,0.1,0.9,3.4,2.6,0.7,0.1,0.3,0.4
Caleb Houstan,1.7,4.4,0.5,0.7,1.5,5.5,1.8,0.7,0.3,0.0,0.4
Anthony Black,2.0,4.0,0.7,1.2,0.5,5.1,2.5,1.8,0.7,0.4,1.0
Matisse Thybulle,2.0,4.7,0.3,0.4,1.4,5.6,2.1,1.0,1.6,0.9,0.5
Duop Reath,3.4,7.6,1.1,1.4,1.4,9.3,4.0,1.0,0.6,0.5,0.8
Toumani Camara,2.6,6.4,1.0,1.4,0.8,7.1,4.9,1.0,1.0,0.6,1.2
Ibou Badji,0.8,1.4,0.3,0.6,0.0,1.9,4.1,0.8,0.2,1.4,0.9
Jabari Walker,3.0,6.1,1.8,2.4,0.5,8.4,5.7,0.9,0.7,0.4,1.0
Kris Murray,1.4,3.7,0.3,0.5,0.6,3.8,1.9,0.7,0.9,0.1,0.4
Alex Len,1.2,1.9,0.3,0.7,0.0,2.7,3.7,1.3,0.2,0.5,0.5
Sasha Vezenkov,2.0,4.7,0.2,0.3,1.0,5.3,2.6,0.4,0.4,0.2,0.3
JaVale McGee,1.9,3.0,0.8,1.2,0.0,4.5,3.0,0.4,0.2,0.6,1.0
Keon Ellis,1.3,3.1,0.4,0.6,1.0,4.0,1.4,1.3,0.5,0.4,0.6
Davion Mitchell,1.3,3.6,0.4,0.5,0.5,3.5,0.9,1.7,0.2,0.1,0.5
Chris Duarte,1.3,3.7,0.5,0.7,0.6,3.8,1.9,0.9,0.5,0.1,0.6
Doug McDermott,2.1,4.7,0.3,0.4,1.8,6.4,1.1,1.3,0.3,0.1,0.5
Cedi Osman,2.8,6.0,0.7,1.1,1.2,7.6,2.5,1.8,0.5,0.1,0.6
Sandro Mamukelashvili,0.9,2.3,0.5,0.7,0.3,2.7,2.0,1.1,0.2,0.3,0.3
Jeremy Sochan,4.4,10.0,1.6,2.0,1.0,11.3,5.6,3.9,0.7,0.4,2.0
Malaki Branham,3.6,8.3,0.6,0.6,1.0,8.7,2.0,2.4,0.4,0.1,1.3
Dominick Barlow,1.4,3.3,0.7,1.2,0.1,3.6,3.3,1.1,0.5,0.5,0.2
Julian Champagnie,1.8,4.6,0.8,1.0,1.4,5.8,2.0,1.0,0.6,0.5,0.7
Chris Boucher,4.3,9.0,2.7,3.6,1.4,12.6,7.7,0.8,0.7,1.0,0.9
Thaddeus Young,2.7,5.2,0.2,0.5,0.2,5.7,3.7,3.8,1.5,0.2,1.2
Jontay Porter,3.4,9.1,1.1,1.1,1.1,9.1,7.1,4.9,1.1,1.4,1.4
Jalen McDaniels,2.3,6.7,1.1,1.6,0.6,6.4,2.6,1.1,0.7,0.2,0.6
Kris Dunn,4.2,8.8,0.6,0.9,1.0,10.0,5.6,8.2,1.8,0.9,2.5
Omer Yurtseven,3.2,6.3,0.5,0.8,0.2,7.1,8.6,1.1,0.3,0.8,1.8
Talen Horton-Tucker,8.2,19.9,3.2,4.1,2.5,22.1,5.1,8.4,2.1,0.7,3.4
Ochai Agbaji,4.6,10.7,0.6,0.8,2.0,11.9,5.3,1.9,1.1,1.1,1.4
Simone Fontecchio,6.3,14.1,1.4,1.8,3.6,17.6,6.4,2.7,1.2,0.8,2.2
Taylor Hendricks,3.5,8.9,0.9,1.2,1.8,9.8,4.5,0.9,1.4,1.1,1.4
Landry Shamet,2.9,6.3,0.7,1.0,1.3,7.8,1.3,1.3,0.7,0.3,0.7
Mike Muscala,1.4,3.8,0.6,0.8,0.6,4.0,3.1,0.9,0.2,0.3,0.7
Danilo Gallinari,2.2,5.0,1.8,2.2,0.8,7.0,2.9,1.2,0.2,0.1,0.5
Delon Wright,1.6,4.3,1.0,1.3,0.6,4.8,2.2,3.4,1.4,0.2,0.6
Jared Butler,1.6,2.9,0.7,0.9,0.6,4.6,0.6,1.8,0.5,0.1,0.6
Eugene Omoruyi,1.7,2.9,0.8,1.1,0.3,4.5,1.5,0.6,0.5,0.1,0.5
Ryan Rollins,1.3,2.5,1.3,1.7,0.2,4.1,1.1,1.1,0.8,0.3,0.7
Bilal Coulibaly,3.0,6.4,1.2,1.8,1.0,8.2,4.3,1.8,0.9,0.8,1.4
Corey Kispert,4.1,8.4,1.3,1.8,2.0,11.6,2.1,1.5,0.3,0.2,1.0
