,FGM,FGA,FTM,FTA,3PTM,PTS,REB,AST,ST,BLK,TO
Sam Merrill,2.4,5.8,0.3,0.3,2.1,7.3,1.6,1.3,0.2,0.0,0.3
Tristan Thompson,1.6,2.5,0.4,1.2,0.0,3.7,3.8,1.1,0.2,0.3,0.6
Grant Williams,2.9,7.0,0.8,1.1,1.8,8.4,3.6,1.6,0.4,0.6,1.0
Jaden Hardy,2.9,7.5,0.7,1.1,1.4,7.9,2.0,1.6,0.4,0.1,0.8
Josh Green,2.5,5.7,0.5,0.8,1.0,6.6,2.8,2.4,0.8,0.2,0.9
Dwight Powell,1.6,2.3,1.5,2.0,0.0,4.8,3.7,1.5,0.5,0.4,0.5
Seth Curry,1.6,4.3,0.5,0.6,0.9,4.7,1.6,0.9,0.6,0.1,0.4
A.J. Lawson,1.8,3.7,0.6,0.9,0.6,4.8,1.4,0.6,0.6,0.1,0.5
Christian Braun,3.0,6.4,1.3,1.8,0.7,8.0,3.5,1.7,0.4,0.4,0.7
Zeke Nnaji,1.2,2.5,0.8,1.2,0.2,3.3,2.2,0.5,0.2,0.6,0.6
Justin Holiday,1.5,3.0,0.0,0.0,1.0,4.0,1.3,1.1,0.6,0.0,0.2
Peyton Watson,2.6,5.4,1.0,1.5,0.7,7.0,2.7,1.0,0.5,0.8,0.5
Reggie Jackson,4.7,10.2,0.9,1.3,1.4,11.9,2.1,4.4,0.6,0.2,1.4
Marvin Bagley III,4.1,7.0,1.9,2.3,0.0,10.2,4.6,1.0,0.2,0.6,1.2
Alec Burks,3.3,8.8,2.6,3.0,1.9,11.2,2.3,1.4,0.4,0.2,0.7
Marcus Sasser,2.6,5.6,0.6,0.7,1.1,7.0,1.6,2.4,0.6,0.2,0.8
Isaiah Livers,1.8,5.1,0.5,0.8,1.0,5.0,2.2,1.1,0.6,0.1,0.7
Kevin Knox II,3.2,6.6,0.6,0.7,1.2,8.2,2.3,0.7,0.4,0.2,0.6
James Wiseman,2.7,4.0,0.8,1.3,0.0,6.3,4.2,0.7,0.1,0.7,0.9
Killian Hayes,3.0,7.6,0.9,1.4,0.6,7.6,2.9,4.6,1.0,0.5,1.3
Stanley Umude,1.3,2.9,1.4,1.5,0.9,5.0,1.9,0.5,0.3,0.3,0.7
Moses Moody,3.1,6.5,1.3,1.7,1.1,8.7,3.1,0.8,0.7,0.3,0.7
Kevon Looney,2.2,3.7,1.0,1.4,0.0,5.5,7.2,2.4,0.5,0.3,0.8
Andrew Wiggins,4.5,10.7,1.9,2.7,0.9,11.7,4.1,1.3,0.3,0.4,1.5
Dario Saric,3.6,7.6,1.6,1.9,1.5,10.3,5.6,2.2,0.6,0.2,1.2
Jonathan Kuminga,4.7,9.4,2.6,3.8,0.7,12.8,4.1,1.6,0.6,0.3,1.5
Trayce Jackson-Davis,2.9,4.2,1.1,1.7,0.0,6.9,4.4,1.0,0.3,0.8,0.8
Aaron Holiday,2.5,5.7,0.6,0.7,1.3,6.9,2.0,1.7,0.5,0.1,0.8
Jae'Sean Tate,2.0,4.1,0.6,0.8,0.5,5.2,3.6,1.1,0.8,0.2,0.4
Jeff Green,2.2,4.1,1.9,2.3,0.4,6.7,2.0,0.8,0.1,0.5,0.7
Cam Whitmore,3.4,6.3,1.1,1.6,1.1,8.9,2.7,0.3,0.8,0.1,0.8
Andrew Nembhard,3.3,6.9,0.3,0.4,0.6,7.5,1.7,4.0,0.9,0.0,1.8
Isaiah Jackson,2.8,4.1,1.4,2.1,0.0,7.0,4.2,0.9,0.6,1.3,0.7
Bruce Brown,4.4,9.3,2.1,2.5,1.0,11.9,4.6,2.9,1.0,0.3,1.2
Bennedict Mathurin,5.1,11.0,3.1,3.6,1.4,14.7,3.9,1.9,0.6,0.2,1.5
Jordan Nwora,2.2,4.4,0.5,0.6,0.7,5.6,1.9,0.9,0.3,0.1,0.7
Obi Toppin,4.5,7.8,1.1,1.5,1.4,11.6,3.9,1.5,0.5,0.5,0.8
Buddy Hield,4.6,10.6,0.6,0.7,2.8,12.5,3.2,2.5,0.8,0.6,1.4
Jalen Smith,3.9,6.1,1.4,1.9,1.1,10.2,5.4,1.0,0.2,0.5,0.9
Terance Mann,2.8,6.4,0.8,1.1,0.9,7.3,3.2,1.9,0.7,0.3,0.6
Norman Powell,4.6,9.3,2.1,2.4,2.0,13.4,2.4,1.0,0.6,0.4,0.9
Daniel Theis,2.6,5.1,0.9,1.2,0.4,6.5,3.4,0.8,0.4,0.8,0.7
Amir Coffey,1.5,3.0,0.5,0.6,0.5,4.1,1.6,0.7,0.2,0.0,0.4
P.J. Tucker,0.4,1.3,0.2,0.2,0.3,1.3,2.9,0.5,0.6,0.2,0.3
Kobe Brown,0.9,2.3,0.0,0.1,0.5,2.3,1.5,0.6,0.2,0.1,0.2
Cam Reddish,2.4,6.1,1.1,1.4,1.0,6.9,2.5,1.5,1.3,0.3,0.9
Jarred Vanderbilt,1.1,3.1,0.2,0.4,0.1,2.5,4.1,0.9,0.6,0.2,0.6
Christian Wood,2.6,5.4,1.3,2.0,0.8,7.4,5.6,1.0,0.2,0.7,1.2
Taurean Prince,3.5,8.2,0.6,0.9,2.2,9.9,2.9,1.8,1.0,0.5,0.9
Max Christie,1.9,4.7,0.5,0.7,0.7,5.0,3.0,1.0,0.4,0.3,0.8
Xavier Tillman Sr.,2.3,5.8,0.4,1.0,0.4,5.4,4.6,1.4,1.0,0.9,0.8
John Konchar,1.1,3.1,0.3,0.4,0.6,3.2,3.9,1.3,0.7,0.7,0.4
Ziaire Williams,2.8,6.9,1.0,1.2,1.1,7.8,3.5,1.3,0.5,0.3,1.2
Vince Williams Jr.,1.8,4.7,1.1,1.3,1.2,5.9,5.1,1.8,0.6,0.6,0.9
David Roddy,2.8,6.9,0.9,1.3,0.9,7.4,3.6,1.2,0.5,0.3,0.9
Luke Kennard,2.8,6.8,0.8,0.8,2.2,8.6,3.1,2.3,0.5,0.1,0.6
Santi Aldama,3.9,9.0,1.0,1.6,1.6,10.4,5.5,1.7,0.7,0.7,1.1
Bismack Biyombo,2.2,4.0,0.7,1.5,0.0,5.2,6.4,1.7,0.3,1.1,1.3
Jacob Gilyard,1.3,3.0,0.0,0.0,1.2,3.8,1.0,3.0,0.6,0.1,0.6
Duncan Robinson,4.8,10.5,1.4,1.6,3.0,13.9,2.6,3.1,0.6,0.2,1.3
Kyle Lowry,3.1,6.6,1.1,1.3,1.9,9.2,3.6,4.0,1.1,0.4,1.5
Josh Richardson,3.6,8.1,1.4,1.5,1.5,10.0,2.8,3.0,0.6,0.3,1.0
Kevin Love,3.2,7.1,2.1,2.7,1.7,10.3,6.8,2.6,0.4,0.2,0.7
Thomas Bryant,2.0,3.6,0.8,1.0,0.0,4.8,3.6,0.6,0.3,0.2,0.8
Orlando Robinson,2.1,3.9,0.7,1.1,0.5,5.3,3.9,1.6,0.3,0.5,0.9
Haywood Highsmith,2.3,5.5,0.6,0.8,1.2,6.4,3.0,1.4,1.0,0.6,0.8
Jamal Cain,2.1,4.7,1.0,1.4,0.6,5.7,2.1,0.2,0.6,0.3,0.3
Nikola Jovic,2.3,4.7,0.8,1.4,1.3,6.6,4.8,2.4,0.5,0.4,0.8
Cameron Payne,2.1,4.6,0.9,1.0,1.1,6.1,1.1,2.4,0.4,0.1,0.8
MarJon Beauchamp,2.0,4.1,0.4,0.6,0.8,5.2,2.5,0.8,0.3,0.2,0.7
Bobby Portis,4.9,9.9,1.2,1.6,0.9,12.0,6.6,1.1,0.7,0.5,0.9
Pat Connaughton,2.0,4.6,0.4,0.5,1.2,5.5,3.5,1.8,0.5,0.2,0.6
Andre Jackson Jr.,1.0,1.9,0.2,0.2,0.4,2.5,1.7,0.9,0.3,0.1,0.5
Nickeil Alexander-Walker,2.4,5.7,0.4,0.6,1.4,6.6,1.8,2.4,0.9,0.6,0.9
Jordan McLaughlin,0.9,2.2,0.2,0.2,0.5,2.4,0.8,1.6,0.7,0.2,0.1
Kyle Anderson,2.6,5.6,1.4,2.1,0.1,6.8,3.7,3.9,0.8,0.7,1.5
Troy Brown Jr.,1.5,3.4,0.6,0.7,0.9,4.5,2.1,0.9,0.2,0.1,0.5
Shake Milton,1.7,4.3,1.2,1.4,0.4,5.0,1.4,1.3,0.5,0.1,0.8
Jordan Hawkins,3.4,8.8,1.4,1.7,2.1,10.4,2.8,1.4,0.3,0.1,0.7
Jeremiah Robinson-Earl,1.6,2.9,0.4,0.4,0.5,4.1,2.6,0.6,0.2,0.2,0.5
Larry Nance Jr.,1.9,3.5,0.6,0.9,0.4,4.7,5.2,1.0,1.0,0.4,1.0
Dyson Daniels,2.3,5.4,0.8,1.2,0.7,6.2,3.8,2.7,1.4,0.3,0.9
Naji Marshall,2.8,6.0,1.6,1.9,1.0,8.1,3.9,2.2,0.7,0.2,1.1
Jose Alvarado,2.5,6.0,0.7,1.1,1.3,6.9,2.4,1.9,1.0,0.5,0.9
Quentin Grimes,2.4,6.1,0.3,0.4,1.8,7.0,1.7,1.1,0.7,0.1,0.5
Precious Achiuwa,2.8,6.2,0.8,1.4,0.5,6.9,5.1,1.5,0.6,0.5,1.0
Donte DiVincenzo,3.7,8.0,0.8,1.0,2.5,10.8,3.1,2.0,1.1,0.3,1.0
Malachi Flynn,1.6,4.1,0.6,0.7,0.8,4.7,1.9,2.1,0.5,0.2,1.0
Miles McBride,1.2,2.6,0.2,0.2,0.8,3.2,0.4,0.8,0.3,0.0,0.1
Cason Wallace,2.7,5.1,0.4,0.5,1.1,6.9,2.1,1.5,0.6,0.5,0.5
Isaiah Joe,3.2,6.9,0.8,0.9,2.2,9.4,2.2,1.1,0.6,0.3,0.6
Kenrich Williams,1.8,3.8,0.1,0.4,0.8,4.6,2.8,1.7,0.6,0.1,0.4
Aaron Wiggins,2.0,3.4,0.6,0.8,0.5,5.1,2.3,0.8,0.4,0.1,0.5
Jaylin Williams,1.2,3.0,0.5,0.5,0.7,3.5,3.1,1.4,0.3,0.2,0.3
Moritz Wagner,4.5,7.5,2.0,2.6,0.6,11.5,4.7,1.2,0.5,0.3,1.2
Anthony Black,1.9,4.0,0.6,1.0,0.5,5.0,2.5,1.8,0.7,0.4,1.1
Caleb Houstan,1.6,3.8,0.5,0.6,1.4,5.0,1.8,0.6,0.3,0.0,0.3
Patrick Beverley,1.8,4.1,0.9,1.1,0.7,5.2,2.8,2.3,0.5,0.3,0.7
Paul Reed,2.5,4.5,0.6,0.9,0.2,5.8,4.5,1.2,0.7,0.7,0.8
Mo Bamba,1.5,2.8,0.6,0.8,0.3,4.0,3.0,0.6,0.4,0.7,0.6
Kelly Oubre Jr.,5.0,10.6,1.8,2.4,1.7,13.4,4.2,1.1,1.2,0.4,0.9
Nicolas Batum,1.9,3.8,0.4,0.6,1.2,5.4,3.6,2.2,0.6,0.8,0.6
Marcus Morris Sr.,2.3,5.1,0.8,1.0,1.0,6.5,2.7,0.8,0.4,0.4,0.4
Jaden Springer,1.1,3.2,0.6,0.8,0.2,3.0,1.4,1.0,0.6,0.4,0.8
Drew Eubanks,2.3,3.9,1.2,1.5,0.1,5.8,4.3,0.9,0.3,0.9,1.1
Eric Gordon,5.0,10.8,0.8,1.1,2.7,13.5,2.1,2.4,0.9,0.5,1.3
Keita Bates-Diop,1.7,4.3,0.9,1.3,0.5,4.8,2.9,0.9,0.7,0.6,0.2
Jordan Goodwin,2.0,5.5,0.7,0.8,0.7,5.5,3.5,2.2,0.6,0.2,0.8
Josh Okogie,1.7,4.3,1.8,2.4,0.5,5.7,2.9,1.4,1.0,0.5,0.7
Chimezie Metu,2.1,4.1,1.1,1.2,0.5,5.8,3.1,0.5,0.6,0.2,0.8
Nassir Little,1.9,4.0,0.7,0.8,0.7,5.2,2.6,0.7,0.4,0.3,0.5
Matisse Thybulle,4.1,9.5,0.5,0.7,2.9,11.5,4.3,2.1,3.3,1.8,1.1
Scoot Henderson,9.0,24.1,3.9,5.1,2.4,24.3,5.9,10.0,1.2,0.5,6.4
Skylar Mays,5.0,13.1,1.2,1.6,1.3,12.7,3.5,7.1,1.3,0.3,1.7
Toumani Camara,5.3,12.8,1.9,2.8,1.7,14.1,9.9,1.9,2.1,1.0,2.4
Kris Murray,2.4,6.6,0.6,0.8,1.0,6.4,3.8,1.2,1.5,0.3,0.6
Trey Lyles,2.5,5.3,0.9,1.4,1.6,7.5,5.0,1.4,0.1,0.3,0.7
Kevin Huerter,3.6,8.6,0.7,0.9,1.7,9.5,3.6,2.5,0.6,0.3,0.6
JaVale McGee,1.9,3.0,0.7,1.2,0.0,4.6,2.9,0.5,0.2,0.5,1.0
Harrison Barnes,3.7,7.7,1.8,2.3,1.8,10.9,2.9,1.3,0.7,0.2,0.7
Chris Duarte,1.4,3.7,0.5,0.7,0.6,3.9,1.8,1.0,0.5,0.1,0.6
Sasha Vezenkov,2.1,4.8,0.2,0.3,1.1,5.4,2.6,0.5,0.5,0.2,0.3
Keon Ellis,1.3,3.1,0.4,0.7,1.0,4.1,1.3,1.3,0.5,0.5,0.5
Malaki Branham,3.5,8.3,0.6,0.7,1.0,8.7,2.1,2.5,0.4,0.1,1.3
Julian Champagnie,1.7,4.3,0.7,0.9,1.2,5.3,1.9,0.9,0.6,0.6,0.7
Jeremy Sochan,4.2,9.8,1.5,1.9,0.9,10.9,5.5,3.9,0.6,0.3,2.0
Cedi Osman,2.9,6.1,0.8,1.1,1.2,7.6,2.6,1.9,0.5,0.1,0.6
Doug McDermott,2.1,4.6,0.2,0.4,1.7,6.1,1.0,1.3,0.3,0.1,0.5
Dominick Barlow,1.4,3.1,0.4,0.6,0.1,3.4,2.6,0.9,0.4,0.4,0.2
Gary Trent Jr.,4.2,10.2,0.8,1.3,2.2,11.4,2.3,1.6,0.8,0.1,0.6
Chris Boucher,2.2,4.5,1.3,1.8,0.7,6.3,4.0,0.4,0.4,0.5,0.5
Kris Dunn,2.0,4.5,0.4,0.5,0.5,4.9,2.9,4.1,0.9,0.4,1.2
Ochai Agbaji,2.4,5.3,0.3,0.4,1.1,6.1,2.5,1.0,0.6,0.5,0.7
Keyonte George,3.5,9.4,2.2,2.8,1.7,10.9,3.0,4.5,0.5,0.1,2.1
Talen Horton-Tucker,4.1,10.0,1.6,2.0,1.2,11.0,2.5,4.2,1.1,0.4,1.7
Kelly Olynyk,2.9,5.2,1.5,1.8,0.8,8.2,5.1,4.5,0.9,0.3,1.7
John Collins,5.4,10.9,1.8,2.4,1.4,14.0,7.6,0.9,0.6,0.8,1.5
Simone Fontecchio,3.2,7.1,0.7,0.9,1.8,8.9,3.2,1.3,0.6,0.4,1.1
Omer Yurtseven,1.6,3.4,0.3,0.5,0.1,3.7,4.4,0.6,0.2,0.5,1.0
Taylor Hendricks,1.8,4.7,0.5,0.7,0.8,4.8,2.3,0.4,0.7,0.6,0.8
